,price,property_type,subproperty_type,province,locality,zip_code,construction_year,total_area_sqm,surface_land_sqm,nbr_frontages,nbr_bedrooms,equipped_kitchen,fl_furnished,fl_open_fire,fl_terrace,terrace_sqm,fl_garden,garden_sqm,fl_swimming_pool,state_building,primary_energy_consumption_sqm,fl_double_glazing
7328,439000,1.0,APARTMENT,Limburg,Hasselt,3500,2016.0,98.0,,,2.0,INSTALLED,0,0,1,9.0,0,0.0,0,,128.0,1
7329,269900,1.0,APARTMENT,Walloon Brabant,Nivelles,1350,2023.0,89.0,,2.0,1.0,SEMI_EQUIPPED,0,0,1,14.0,0,0.0,0,5.0,,1
7330,325000,1.0,GROUND_FLOOR,Limburg,Hasselt,3500,,95.0,,,2.0,MISSING,0,0,1,17.0,1,48.0,0,,,1
7331,479000,0.0,HOUSE,Limburg,Hasselt,3500,2010.0,179.0,400.0,2.0,5.0,MISSING,0,0,1,25.0,0,0.0,0,4.0,128.0,1
7332,349000,1.0,APARTMENT,Limburg,Hasselt,3500,1975.0,98.0,,2.0,2.0,MISSING,0,0,1,,0,0.0,0,5.0,119.0,0
7333,438000,0.0,HOUSE,Limburg,Hasselt,3500,,187.0,639.0,4.0,6.0,MISSING,0,0,0,0.0,0,0.0,0,4.0,182.0,1
7334,530000,1.0,APARTMENT,Walloon Brabant,Nivelles,1348,,100.0,,,2.0,MISSING,0,0,1,15.0,0,0.0,0,5.0,12.0,0
7335,299000,0.0,HOUSE,Limburg,Hasselt,3500,,214.0,0.0,4.0,3.0,MISSING,0,0,0,0.0,0,0.0,0,2.0,,1
7336,235000,0.0,HOUSE,Walloon Brabant,Nivelles,1350,1850.0,307.0,765.0,3.0,6.0,MISSING,0,0,0,0.0,1,765.0,0,2.0,473.0,0
7337,327000,1.0,APARTMENT,Limburg,Hasselt,3500,,122.0,,,2.0,MISSING,0,0,1,13.0,0,0.0,0,,,1
7338,795000,1.0,PENTHOUSE,Limburg,Hasselt,3500,2016.0,136.0,,,3.0,MISSING,0,0,1,,0,0.0,0,4.0,113.0,0
7339,249000,0.0,HOUSE,Limburg,Hasselt,3500,1963.0,,691.0,,3.0,SEMI_EQUIPPED,0,0,0,0.0,0,0.0,0,,678.0,1
7340,229000,0.0,HOUSE,Limburg,Hasselt,3500,1952.0,170.0,261.0,,3.0,MISSING,0,0,0,0.0,0,0.0,0,,634.0,1
7341,218000,1.0,APARTMENT,Limburg,Hasselt,3500,1971.0,79.0,,,2.0,MISSING,0,0,0,0.0,0,0.0,0,4.0,350.0,1
7342,248887,1.0,APARTMENT,Limburg,Hasselt,3500,,82.0,,,1.0,MISSING,0,0,0,0.0,0,0.0,0,,,0
7343,545000,1.0,APARTMENT,Walloon Brabant,Nivelles,1348,,109.0,,,2.0,MISSING,0,0,1,10.0,0,0.0,0,5.0,10.0,0
7344,375000,0.0,HOUSE,Walloon Brabant,Nivelles,1350,2007.0,170.0,920.0,4.0,3.0,HYPER_EQUIPPED,0,0,1,,1,9.0,0,4.0,156.0,1
7345,327000,1.0,APARTMENT,Limburg,Hasselt,3500,,105.0,,,2.0,MISSING,0,0,1,14.0,0,0.0,0,,,1
7346,965000,0.0,HOUSE,Limburg,Hasselt,3500,1930.0,324.0,14680.0,4.0,6.0,MISSING,0,0,0,0.0,0,0.0,0,5.0,344.0,0
7348,538700,0.0,HOUSE,Limburg,Hasselt,3500,2002.0,212.0,931.0,3.0,3.0,MISSING,0,0,0,0.0,0,0.0,0,5.0,199.0,1
7349,239000,0.0,TOWN_HOUSE,Limburg,Hasselt,3500,1918.0,71.0,79.0,,1.0,INSTALLED,0,0,1,7.0,0,0.0,0,,224.0,1
7350,310451,0.0,HOUSE,Limburg,Hasselt,3500,2023.0,140.0,471.0,3.0,3.0,MISSING,0,0,0,0.0,0,0.0,0,,,1
7351,277204,1.0,APARTMENT,Limburg,Hasselt,3500,,91.0,,,2.0,MISSING,0,0,0,0.0,0,0.0,0,,,0
7352,560000,1.0,APARTMENT,Walloon Brabant,Nivelles,1348,,109.0,,,2.0,MISSING,0,0,1,10.0,0,0.0,0,5.0,19.0,0
7353,424900,0.0,HOUSE,Limburg,Hasselt,3500,,155.0,152.0,,3.0,INSTALLED,0,0,0,0.0,0,0.0,0,,58.0,1
7354,198000,1.0,APARTMENT,Limburg,Hasselt,3500,1972.0,92.0,,,2.0,MISSING,0,0,1,,0,0.0,0,4.0,195.0,1
7355,520000,1.0,LOFT,Limburg,Hasselt,3500,2004.0,156.0,,,2.0,MISSING,0,0,0,0.0,0,0.0,0,5.0,200.0,1
7356,595000,0.0,HOUSE,Limburg,Hasselt,3500,,225.0,517.0,4.0,3.0,INSTALLED,0,0,1,,0,0.0,0,,,1
7357,327000,1.0,APARTMENT,Limburg,Hasselt,3500,,105.0,,,2.0,MISSING,0,0,1,13.0,0,0.0,0,,,1
7358,475000,0.0,HOUSE,Limburg,Hasselt,3500,1995.0,245.0,532.0,3.0,4.0,NOT_INSTALLED,0,0,0,0.0,0,0.0,0,4.0,178.0,1
7359,575000,0.0,APARTMENT_BLOCK,Limburg,Hasselt,3500,1962.0,340.0,829.0,2.0,5.0,MISSING,0,0,1,,0,0.0,0,,,0
7360,288342,1.0,APARTMENT,Limburg,Hasselt,3500,,95.0,,,2.0,MISSING,0,0,0,0.0,0,0.0,0,,,0
7361,327000,1.0,APARTMENT,Limburg,Hasselt,3500,,122.0,,,2.0,MISSING,0,0,1,13.0,0,0.0,0,,,1
7362,235000,1.0,APARTMENT,Limburg,Hasselt,3500,1986.0,106.0,,,2.0,MISSING,0,0,1,,0,0.0,0,4.0,221.0,1
7363,750000,1.0,APARTMENT,Walloon Brabant,Nivelles,1348,,130.0,,,3.0,MISSING,0,0,1,19.0,0,0.0,0,5.0,,0
7364,392044,0.0,HOUSE,Limburg,Hasselt,3500,,130.0,840.0,4.0,3.0,MISSING,0,0,0,0.0,1,1.0,0,,,0
7365,549000,1.0,DUPLEX,Limburg,Hasselt,3500,2021.0,100.0,,,3.0,MISSING,0,0,0,0.0,0,0.0,0,4.0,73.0,1
7366,329000,1.0,APARTMENT,Limburg,Hasselt,3500,,104.0,,,2.0,MISSING,0,0,1,13.0,0,0.0,0,,,1
7367,510000,0.0,MIXED_USE_BUILDING,Limburg,Hasselt,3500,,336.0,771.0,3.0,4.0,HYPER_EQUIPPED,0,0,1,30.0,1,170.0,0,4.0,394.0,1
7368,291515,1.0,APARTMENT,Limburg,Hasselt,3500,,97.0,,,2.0,MISSING,0,0,0,0.0,0,0.0,0,,,0
7369,259000,1.0,APARTMENT,Limburg,Hasselt,3500,1997.0,86.0,,,2.0,MISSING,0,0,1,2.0,0,0.0,0,4.0,283.0,1
7370,229000,1.0,APARTMENT,Limburg,Hasselt,3500,1930.0,80.0,,2.0,2.0,INSTALLED,0,0,1,16.0,0,0.0,0,4.0,159.0,1
7371,875000,1.0,APARTMENT,Walloon Brabant,Nivelles,1348,,128.0,,,3.0,MISSING,0,0,1,74.0,0,0.0,0,5.0,38.0,0
7372,469000,0.0,HOUSE,Limburg,Hasselt,3500,1964.0,,0.0,,4.0,INSTALLED,0,0,0,0.0,0,0.0,0,,791.0,0
7373,1895000,1.0,APARTMENT,Limburg,Hasselt,3500,2011.0,253.0,,,3.0,MISSING,0,0,1,,0,0.0,0,4.0,162.0,0
7374,333000,1.0,PENTHOUSE,Limburg,Hasselt,3500,,94.0,,,1.0,MISSING,0,0,1,15.0,0,0.0,0,,,1
7375,304803,1.0,GROUND_FLOOR,Limburg,Hasselt,3500,,99.0,,,3.0,MISSING,0,0,0,0.0,1,81.0,0,,,0
7376,259000,1.0,APARTMENT,Limburg,Hasselt,3500,1999.0,109.0,,,2.0,MISSING,0,0,1,13.0,0,0.0,0,4.0,202.0,1
7377,325000,1.0,APARTMENT,Limburg,Hasselt,3500,2022.0,120.0,,,2.0,INSTALLED,0,0,0,0.0,1,75.0,0,4.0,41.0,1
7378,369950,0.0,HOUSE,Limburg,Hasselt,3500,2023.0,145.0,0.0,,3.0,MISSING,0,0,1,17.0,0,0.0,0,4.0,,0
7379,250000,0.0,HOUSE,Limburg,Hasselt,3500,1949.0,122.0,916.0,,2.0,INSTALLED,0,0,1,37.0,0,0.0,0,2.0,569.0,0
7380,299000,1.0,APARTMENT,Limburg,Hasselt,3500,,83.0,,,2.0,MISSING,0,0,1,20.0,0,0.0,0,,,0
7381,307319,1.0,GROUND_FLOOR,Limburg,Hasselt,3500,,100.0,,,2.0,MISSING,0,0,0,0.0,1,90.0,0,,,0
7382,334000,1.0,APARTMENT,Limburg,Hasselt,3500,,105.0,,,2.0,MISSING,0,0,1,14.0,0,0.0,0,,,1
7383,265000,1.0,APARTMENT,Limburg,Hasselt,3500,1966.0,129.0,,,2.0,MISSING,0,0,1,,0,0.0,0,5.0,154.0,1
7384,299000,1.0,SERVICE_FLAT,Limburg,Hasselt,3500,,64.0,,,1.0,MISSING,0,0,1,13.0,0,0.0,0,,38.0,0
7385,449000,1.0,APARTMENT,Limburg,Hasselt,3500,2021.0,62.0,,,2.0,HYPER_EQUIPPED,0,0,0,0.0,0,0.0,0,4.0,72.0,0
7386,385000,0.0,MIXED_USE_BUILDING,Limburg,Hasselt,3500,1963.0,249.0,0.0,2.0,3.0,MISSING,0,0,1,,0,0.0,0,2.0,,0
7387,699000,0.0,VILLA,Limburg,Hasselt,3500,2007.0,200.0,430.0,,3.0,INSTALLED,0,0,0,0.0,0,0.0,0,4.0,198.0,1
7388,737569,1.0,APARTMENT,Limburg,Hasselt,3500,,137.0,,3.0,2.0,MISSING,0,0,1,36.0,0,0.0,0,,,0
7389,308085,1.0,APARTMENT,Limburg,Hasselt,3500,,101.0,,,2.0,MISSING,0,0,0,0.0,0,0.0,0,,,0
7390,334000,1.0,APARTMENT,Limburg,Hasselt,3500,,104.0,,,2.0,MISSING,0,0,1,14.0,0,0.0,0,,,1
7391,306250,1.0,SERVICE_FLAT,Limburg,Hasselt,3500,,60.0,,,1.0,MISSING,0,0,1,18.0,0,0.0,0,,34.0,0
7392,315000,1.0,APARTMENT,Limburg,Hasselt,3500,,93.0,,,2.0,NOT_INSTALLED,0,0,1,,0,0.0,0,,117.0,0
7393,309000,1.0,APARTMENT,Limburg,Hasselt,3500,,83.0,,,2.0,MISSING,0,0,1,20.0,0,0.0,0,,,0
7394,350000,1.0,APARTMENT,Limburg,Hasselt,3500,2021.0,91.0,,2.0,2.0,INSTALLED,0,0,1,10.0,0,0.0,0,,,1
7395,362000,1.0,APARTMENT,Limburg,Hasselt,3500,,103.0,,,2.0,MISSING,0,0,1,25.0,0,0.0,0,,,1
7396,920500,0.0,EXCEPTIONAL_PROPERTY,Limburg,Hasselt,3500,,200.0,0.0,2.0,3.0,HYPER_EQUIPPED,0,0,1,39.0,0,0.0,0,5.0,,1
7397,350000,1.0,APARTMENT,Walloon Brabant,Nivelles,1348,2022.0,84.0,,,2.0,USA_HYPER_EQUIPPED,0,0,0,0.0,0,0.0,0,,32.0,1
7398,625000,1.0,APARTMENT,Limburg,Hasselt,3500,2014.0,85.0,,,1.0,INSTALLED,0,0,1,15.0,0,0.0,0,4.0,132.0,1
7399,337000,1.0,APARTMENT,Limburg,Hasselt,3500,,105.0,,,2.0,MISSING,0,0,1,14.0,0,0.0,0,,,1
7400,308112,1.0,GROUND_FLOOR,Limburg,Hasselt,3500,,101.0,,,3.0,MISSING,0,0,0,0.0,1,50.0,0,,,0
7401,306500,1.0,SERVICE_FLAT,Limburg,Hasselt,3500,,60.0,,,1.0,MISSING,0,0,1,24.0,0,0.0,0,,37.0,0
7402,309000,1.0,APARTMENT,Limburg,Hasselt,3500,,90.0,,,2.0,MISSING,0,0,1,21.0,0,0.0,0,,,0
7403,245000,1.0,APARTMENT,Limburg,Hasselt,3500,2002.0,90.0,,2.0,2.0,MISSING,0,0,1,12.0,0,0.0,0,5.0,111.0,0
7404,219000,1.0,APARTMENT,Limburg,Hasselt,3500,1969.0,84.0,,,2.0,NOT_INSTALLED,0,0,1,,0,0.0,0,,259.0,1
7405,355000,1.0,APARTMENT,Walloon Brabant,Nivelles,1348,2022.0,86.0,,,2.0,MISSING,0,0,0,0.0,0,0.0,0,,31.0,1
7406,150000,1.0,APARTMENT,Limburg,Hasselt,3500,1978.0,80.0,,,2.0,MISSING,0,0,0,0.0,0,0.0,0,3.0,,0
7407,228900,0.0,HOUSE,Limburg,Hasselt,3500,1930.0,135.0,145.0,2.0,4.0,SEMI_EQUIPPED,0,0,1,,0,0.0,0,2.0,420.0,1
7408,453000,0.0,HOUSE,Limburg,Hasselt,3500,,119.0,9000.0,2.0,2.0,MISSING,0,0,0,0.0,1,38.0,0,,,1
7409,325000,1.0,SERVICE_FLAT,Limburg,Hasselt,3500,,69.0,,,1.0,MISSING,0,0,1,14.0,0,0.0,0,,30.0,0
7410,495000,1.0,PENTHOUSE,Limburg,Hasselt,3500,,112.0,,,2.0,MISSING,0,0,1,27.0,0,0.0,0,,,0
7411,308112,1.0,APARTMENT,Limburg,Hasselt,3500,,101.0,,,2.0,MISSING,0,0,0,0.0,0,0.0,0,,,0
7412,337000,1.0,APARTMENT,Limburg,Hasselt,3500,,105.0,,,2.0,MISSING,0,0,1,13.0,0,0.0,0,,,1
7413,298000,1.0,APARTMENT,Limburg,Hasselt,3500,1974.0,115.0,,2.0,3.0,INSTALLED,0,0,1,21.0,0,0.0,0,,143.0,1
7414,250000,1.0,APARTMENT,Limburg,Hasselt,3500,,78.0,,,1.0,MISSING,0,0,1,7.0,0,0.0,0,,,1
7415,365000,1.0,APARTMENT,Walloon Brabant,Nivelles,1348,2022.0,88.0,,,2.0,MISSING,0,0,0,0.0,0,0.0,0,,,1
7416,325000,1.0,APARTMENT,Limburg,Hasselt,3500,2009.0,107.0,,,2.0,INSTALLED,0,0,1,11.0,0,0.0,0,,76.0,1
7417,335000,1.0,SERVICE_FLAT,Limburg,Hasselt,3500,,72.0,,,1.0,MISSING,0,0,1,20.0,0,0.0,0,,37.0,0
7418,309343,1.0,GROUND_FLOOR,Limburg,Hasselt,3500,,101.0,,,2.0,MISSING,0,0,0,0.0,1,47.0,0,,,0
7419,699000,0.0,HOUSE,Limburg,Hasselt,3500,,,0.0,,4.0,MISSING,0,0,0,0.0,0,0.0,0,,159.0,0
7420,527000,0.0,VILLA,Limburg,Hasselt,3500,1981.0,320.0,1489.0,4.0,4.0,MISSING,0,1,0,0.0,0,0.0,0,,289.0,1
7421,380000,1.0,APARTMENT,Walloon Brabant,Nivelles,1348,2022.0,100.0,,,2.0,MISSING,0,0,0,0.0,0,0.0,0,,43.0,1
7422,343000,1.0,APARTMENT,Limburg,Hasselt,3500,,85.0,,,1.0,MISSING,0,0,1,37.0,0,0.0,0,,,1
7423,295000,1.0,APARTMENT,Limburg,Hasselt,3500,1978.0,122.0,,,3.0,INSTALLED,0,0,1,5.0,0,0.0,0,2.0,290.0,1
7424,274000,1.0,APARTMENT,Limburg,Hasselt,3500,,82.0,,,1.0,MISSING,0,0,1,17.0,0,0.0,0,,,1
7425,370000,1.0,SERVICE_FLAT,Limburg,Hasselt,3500,,87.0,,,1.0,MISSING,0,0,1,20.0,0,0.0,0,,32.0,0
7426,323217,1.0,GROUND_FLOOR,Limburg,Hasselt,3500,,103.0,,,3.0,MISSING,0,0,0,0.0,1,156.0,0,,,0
7427,593750,0.0,EXCEPTIONAL_PROPERTY,Limburg,Hasselt,3500,,125.0,0.0,2.0,2.0,HYPER_EQUIPPED,0,0,1,40.0,0,0.0,0,5.0,,1
7428,187000,1.0,APARTMENT,Limburg,Hasselt,3500,1974.0,94.0,,,2.0,MISSING,0,0,0,0.0,0,0.0,0,,256.0,0
7429,344000,1.0,APARTMENT,Limburg,Hasselt,3500,,118.0,,,2.0,MISSING,0,0,1,13.0,0,0.0,0,,,1
7430,385000,1.0,APARTMENT,Walloon Brabant,Nivelles,1348,2022.0,90.0,,,2.0,MISSING,0,0,0,0.0,0,0.0,0,,67.0,1
7431,249000,1.0,DUPLEX,Limburg,Hasselt,3500,,92.0,,,2.0,MISSING,0,0,0,0.0,0,0.0,0,4.0,323.0,0
7432,395000,1.0,APARTMENT,Limburg,Hasselt,3500,2018.0,91.0,,,2.0,INSTALLED,0,0,1,17.0,0,0.0,0,4.0,86.0,1
7433,327000,1.0,APARTMENT,Limburg,Hasselt,3500,,105.0,,,2.0,MISSING,0,0,1,14.0,0,0.0,0,,,1
7434,335000,1.0,APARTMENT,Limburg,Hasselt,3500,,75.0,,,1.0,MISSING,0,0,1,22.0,0,0.0,0,,,0
7435,326652,1.0,GROUND_FLOOR,Limburg,Hasselt,3500,,106.0,,,3.0,MISSING,0,0,0,0.0,1,100.0,0,,,0
7436,350000,0.0,HOUSE,Limburg,Hasselt,3500,1949.0,224.0,2247.0,,3.0,INSTALLED,0,0,1,18.0,0,0.0,0,2.0,611.0,0
7437,640750,0.0,EXCEPTIONAL_PROPERTY,Limburg,Hasselt,3500,,125.0,0.0,2.0,2.0,HYPER_EQUIPPED,0,0,1,40.0,0,0.0,0,5.0,,1
7438,430000,1.0,APARTMENT,Walloon Brabant,Nivelles,1348,2022.0,117.0,,,2.0,MISSING,0,0,1,3.0,0,0.0,0,,79.0,1
7439,383305,1.0,PENTHOUSE,Limburg,Hasselt,3500,,117.0,,,2.0,MISSING,0,0,0,0.0,0,0.0,0,,,0
7440,435000,1.0,APARTMENT,Limburg,Hasselt,3500,,92.0,,,2.0,MISSING,0,0,1,13.0,0,0.0,0,,,0
7441,325000,1.0,APARTMENT,Limburg,Hasselt,3500,,83.0,,,2.0,MISSING,0,0,1,20.0,0,0.0,0,,,0
7442,329000,1.0,APARTMENT,Limburg,Hasselt,3500,,104.0,,,2.0,MISSING,0,0,1,13.0,0,0.0,0,,,1
7443,995000,1.0,APARTMENT,Limburg,Hasselt,3500,2014.0,167.0,,,3.0,HYPER_EQUIPPED,0,0,1,25.0,0,0.0,0,4.0,113.0,1
7444,344000,1.0,APARTMENT,Limburg,Hasselt,3500,,105.0,,,2.0,MISSING,0,0,1,14.0,0,0.0,0,,,1
7445,286000,1.0,APARTMENT,Limburg,Hasselt,3500,1991.0,82.0,,,2.0,INSTALLED,0,0,1,12.0,0,0.0,0,4.0,288.0,1
7446,159900,1.0,APARTMENT,Limburg,Hasselt,3500,,,,2.0,1.0,MISSING,0,0,0,0.0,0,0.0,0,4.0,315.0,0
7447,375000,1.0,APARTMENT,Walloon Brabant,Nivelles,1348,,95.0,,3.0,2.0,HYPER_EQUIPPED,0,0,1,4.0,0,0.0,0,4.0,128.0,1
7448,389427,1.0,PENTHOUSE,Limburg,Hasselt,3500,,118.0,,,2.0,MISSING,0,0,0,0.0,0,0.0,0,,,0
7449,460000,1.0,APARTMENT,Limburg,Hasselt,3500,,92.0,,,2.0,MISSING,0,0,1,13.0,0,0.0,0,,,0
7450,506000,1.0,APARTMENT,Limburg,Hasselt,3500,,128.0,,,2.0,MISSING,0,0,1,34.0,0,0.0,0,,,1
7451,385000,0.0,HOUSE,Limburg,Hasselt,3500,2024.0,144.0,355.0,3.0,4.0,HYPER_EQUIPPED,0,0,0,0.0,0,0.0,0,4.0,-15.0,1
7452,220000,1.0,APARTMENT,Limburg,Hasselt,3510,2024.0,66.0,,2.0,1.0,MISSING,0,0,1,10.0,0,0.0,0,4.0,31.0,1
7453,325000,1.0,APARTMENT,Limburg,Hasselt,3500,,83.0,,,2.0,MISSING,0,0,1,20.0,0,0.0,0,,,0
7454,216000,1.0,FLAT_STUDIO,Limburg,Hasselt,3500,2016.0,60.0,,,1.0,INSTALLED,0,0,0,0.0,0,0.0,0,,135.0,1
7455,285000,0.0,HOUSE,Limburg,Hasselt,3500,1930.0,,919.0,3.0,2.0,MISSING,0,0,0,0.0,0,0.0,0,2.0,,0
7456,349000,1.0,APARTMENT,Limburg,Hasselt,3500,,96.0,,,2.0,MISSING,0,0,1,25.0,0,0.0,0,,,1
7457,389427,1.0,PENTHOUSE,Limburg,Hasselt,3500,,118.0,,,2.0,MISSING,0,0,0,0.0,0,0.0,0,,,0
7458,575000,1.0,APARTMENT,Limburg,Hasselt,3500,,129.0,,,2.0,MISSING,0,0,1,27.0,0,0.0,0,,,0
7459,399900,0.0,HOUSE,Limburg,Hasselt,3500,,266.0,243.0,,4.0,INSTALLED,0,0,0,0.0,0,0.0,0,,345.0,1
7460,250000,1.0,GROUND_FLOOR,Limburg,Hasselt,3510,2024.0,82.0,,2.0,1.0,MISSING,0,0,0,0.0,0,0.0,0,4.0,39.0,1
7461,335000,1.0,APARTMENT,Limburg,Hasselt,3500,,83.0,,,2.0,MISSING,0,0,1,20.0,0,0.0,0,,,0
7462,370000,0.0,HOUSE,Limburg,Hasselt,3500,1962.0,200.0,1020.0,3.0,3.0,MISSING,0,0,1,,0,0.0,0,4.0,348.0,1
7463,352000,1.0,GROUND_FLOOR,Limburg,Hasselt,3500,,117.0,,,2.0,MISSING,0,0,1,15.0,1,29.0,0,,,1
7464,325000,1.0,LOFT,Limburg,Hasselt,3500,2005.0,122.0,,,1.0,INSTALLED,0,0,0,0.0,0,0.0,0,,133.0,0
7465,988500,0.0,EXCEPTIONAL_PROPERTY,Limburg,Hasselt,3500,,200.0,0.0,2.0,3.0,HYPER_EQUIPPED,0,0,1,39.0,0,0.0,0,5.0,,1
7466,325000,1.0,GROUND_FLOOR,Limburg,Hasselt,3510,2024.0,105.0,,2.0,2.0,MISSING,0,0,0,0.0,0,0.0,0,4.0,43.0,1
7467,335000,1.0,APARTMENT,Limburg,Hasselt,3500,,83.0,,,2.0,MISSING,0,0,1,20.0,0,0.0,0,,,0
7468,260000,0.0,HOUSE,Limburg,Hasselt,3500,1915.0,107.0,160.0,2.0,3.0,INSTALLED,0,0,0,0.0,1,1.0,0,3.0,658.0,1
7469,849000,0.0,VILLA,Limburg,Hasselt,3500,,,0.0,,5.0,NOT_INSTALLED,0,0,0,0.0,0,0.0,0,2.0,547.0,0
7470,1245000,1.0,APARTMENT,Limburg,Hasselt,3500,2018.0,191.0,,4.0,3.0,USA_HYPER_EQUIPPED,0,0,1,70.0,0,0.0,0,5.0,91.0,1
7471,330000,1.0,APARTMENT,Limburg,Hasselt,3510,2024.0,110.0,,2.0,2.0,MISSING,0,0,1,10.0,0,0.0,0,4.0,32.0,1
7472,345000,1.0,APARTMENT,Limburg,Hasselt,3500,,90.0,,,2.0,MISSING,0,0,1,21.0,0,0.0,0,,,0
7473,356000,1.0,APARTMENT,Limburg,Hasselt,3500,,100.0,,,2.0,MISSING,0,0,1,50.0,0,0.0,0,,,1
7474,361186,0.0,HOUSE,Limburg,Hasselt,3511,,125.0,780.0,3.0,3.0,MISSING,0,0,0,0.0,0,0.0,0,,,0
7475,132500,1.0,FLAT_STUDIO,Limburg,Hasselt,3500,1974.0,38.0,,,0.0,MISSING,0,0,0,0.0,0,0.0,0,6.0,417.0,0
7476,420000,1.0,APARTMENT,Limburg,Hasselt,3500,2023.0,107.0,,,2.0,INSTALLED,0,0,1,18.0,0,0.0,0,5.0,,1
7477,282818,1.0,APARTMENT,Limburg,Hasselt,3500,,87.0,,,2.0,MISSING,0,0,1,11.0,0,0.0,0,,,0
7478,760000,1.0,PENTHOUSE,Limburg,Hasselt,3500,,140.0,,,3.0,MISSING,0,0,1,108.0,0,0.0,0,,,0
7479,385000,0.0,HOUSE,Limburg,Hasselt,3500,1955.0,221.0,300.0,,4.0,MISSING,0,0,1,,0,0.0,0,,251.0,0
7480,357000,1.0,APARTMENT,Limburg,Hasselt,3500,,115.0,,,2.0,MISSING,0,0,1,10.0,0,0.0,0,,,1
7481,372296,0.0,HOUSE,Limburg,Hasselt,3511,,120.0,730.0,3.0,3.0,MISSING,0,0,0,0.0,0,0.0,0,,,0
7482,348453,1.0,APARTMENT,Limburg,Hasselt,3500,,106.0,,,2.0,MISSING,0,0,1,17.0,0,0.0,0,,,0
7483,460000,1.0,APARTMENT,Limburg,Hasselt,3500,2023.0,107.0,,,2.0,INSTALLED,0,0,1,22.0,0,0.0,0,5.0,,1
7484,590750,0.0,EXCEPTIONAL_PROPERTY,Limburg,Hasselt,3500,,126.0,0.0,3.0,2.0,HYPER_EQUIPPED,0,0,1,24.0,0,0.0,0,5.0,,1
7485,760000,1.0,PENTHOUSE,Limburg,Hasselt,3500,,140.0,,,3.0,MISSING,0,0,1,108.0,0,0.0,0,,,0
7486,131000,1.0,APARTMENT,Limburg,Hasselt,3500,1977.0,37.0,,,0.0,MISSING,0,0,1,,0,0.0,0,5.0,137.0,1
7487,372296,0.0,HOUSE,Limburg,Hasselt,3511,,120.0,774.0,3.0,3.0,MISSING,0,0,0,0.0,0,0.0,0,,,0
7488,357000,1.0,GROUND_FLOOR,Limburg,Hasselt,3500,,118.0,,,2.0,MISSING,0,0,1,15.0,1,28.0,0,,,1
7489,650000,0.0,HOUSE,Limburg,Hasselt,3520,1957.0,218.0,1546.0,4.0,5.0,MISSING,0,0,0,0.0,0,0.0,0,,144.0,1
7490,460000,1.0,APARTMENT,Limburg,Hasselt,3500,2023.0,96.0,,,2.0,INSTALLED,0,0,1,32.0,0,0.0,0,5.0,,1
7491,290006,1.0,APARTMENT,Limburg,Hasselt,3500,,77.0,,,1.0,MISSING,0,0,1,19.0,0,0.0,0,,37.0,0
7492,299000,0.0,HOUSE,Limburg,Hasselt,3500,,,0.0,,3.0,MISSING,0,0,0,0.0,0,0.0,0,3.0,437.0,0
7493,243274,1.0,GROUND_FLOOR,Limburg,Hasselt,3510,2024.0,67.0,,2.0,1.0,MISSING,0,0,1,18.0,0,0.0,0,4.0,,1
7494,361000,1.0,APARTMENT,Limburg,Hasselt,3500,,115.0,,,2.0,MISSING,0,0,1,10.0,0,0.0,0,,,1
7495,372796,0.0,HOUSE,Limburg,Hasselt,3511,,120.0,644.0,3.0,3.0,MISSING,0,0,0,0.0,0,0.0,0,,,0
7496,248000,0.0,HOUSE,Limburg,Hasselt,3520,1935.0,1390.0,1390.0,4.0,0.0,MISSING,0,0,0,0.0,0,0.0,0,,973.0,1
7497,399750,1.0,APARTMENT,Limburg,Hasselt,3500,,100.0,,,2.0,MISSING,0,0,1,10.0,0,0.0,0,,47.0,0
7498,475000,1.0,APARTMENT,Limburg,Hasselt,3500,2023.0,119.0,,,2.0,INSTALLED,0,0,1,16.0,0,0.0,0,5.0,,1
7499,599000,0.0,HOUSE,Limburg,Hasselt,3500,,185.0,9000.0,2.0,4.0,MISSING,0,0,0,0.0,1,16.0,0,,,0
7500,425000,0.0,HOUSE,Limburg,Hasselt,3511,2023.0,209.0,436.0,,3.0,MISSING,0,0,0,0.0,0,0.0,0,4.0,,1
7501,243684,1.0,GROUND_FLOOR,Limburg,Hasselt,3510,2024.0,68.0,,1.0,1.0,MISSING,0,0,1,18.0,0,0.0,0,4.0,,1
7502,499250,1.0,APARTMENT,Limburg,Hasselt,3500,,112.0,,,2.0,MISSING,0,0,1,23.0,0,0.0,0,,36.0,0
7503,362000,1.0,APARTMENT,Limburg,Hasselt,3500,,103.0,,,2.0,MISSING,0,0,1,25.0,0,0.0,0,,,1
7504,225000,1.0,APARTMENT,Limburg,Hasselt,3520,1977.0,136.0,,3.0,2.0,MISSING,0,0,0,0.0,0,0.0,0,,,1
7505,485000,1.0,APARTMENT,Limburg,Hasselt,3500,2023.0,119.0,,,2.0,INSTALLED,0,0,1,16.0,0,0.0,0,5.0,,1
7506,375000,0.0,HOUSE,Limburg,Hasselt,3520,1971.0,257.0,1959.0,4.0,3.0,INSTALLED,0,1,0,0.0,0,0.0,0,4.0,191.0,1
7507,450000,0.0,HOUSE,Limburg,Hasselt,3511,1963.0,204.0,848.0,3.0,4.0,MISSING,0,0,1,,0,0.0,0,4.0,163.0,1
