,link,id,locality,country,construction_year,Number_of_frontages,province,zip_code,price,property_type,subproperty_type,bedroom_count,total_area_m2,equipped_kitchen,furnished,open_fire,terrace_sqm,terrace,garden_sqm,garden,floodZoneType,surface_land,swimming_pool,state_building,epc,primaryEnergyConsumptionPerSqm,heating_Type,Double_Glazing,cadastral_income,latitude,longitude,public_sales,notary_sales
1163,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11208475,11208475,Namur,Belgium,2023.0,4.0,Namur,5000,260000,APARTMENT,APARTMENT,1.0,74.0,USA_INSTALLED,0,0,13.0,1,0,0,1,,0,AS_NEW,A,84.0,,1,0,50.4730456,4.8637767,,
1164,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11208470,11208470,Namur,Belgium,2023.0,4.0,Namur,5000,262900,APARTMENT,APARTMENT,1.0,75.0,USA_INSTALLED,0,0,26.0,1,0,0,1,,0,AS_NEW,A,84.0,,1,0,50.4730456,4.8637767,,
1165,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11208453,11208453,Namur,Belgium,2023.0,4.0,Namur,5000,269000,APARTMENT,APARTMENT,1.0,70.0,USA_INSTALLED,0,0,30.0,1,0,0,1,,0,AS_NEW,A,84.0,,1,0,50.4730456,4.8637767,,
1166,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11208442,11208442,Namur,Belgium,2023.0,4.0,Namur,5000,273000,APARTMENT,APARTMENT,1.0,78.0,USA_INSTALLED,0,0,16.0,1,0,0,1,,0,AS_NEW,A,84.0,,1,0,50.4730456,4.8637767,,
1167,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11208460,11208460,Namur,Belgium,2023.0,4.0,Namur,5000,279000,APARTMENT,APARTMENT,1.0,74.0,USA_INSTALLED,0,0,43.0,1,36,1,1,,0,AS_NEW,A,84.0,,1,0,50.4730456,4.8637767,,
1168,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11208449,11208449,Namur,Belgium,2023.0,4.0,Namur,5000,288000,APARTMENT,APARTMENT,2.0,78.0,USA_INSTALLED,0,0,25.0,1,0,0,1,,0,AS_NEW,A,84.0,,1,0,50.4730456,4.8637767,,
1169,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11208489,11208489,Namur,Belgium,2023.0,4.0,Namur,5000,299000,APARTMENT,APARTMENT,2.0,87.0,USA_INSTALLED,0,0,16.0,1,0,0,1,,0,AS_NEW,A,84.0,,1,0,50.4730456,4.8637767,,
1170,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11208496,11208496,Namur,Belgium,2023.0,4.0,Namur,5000,300000,APARTMENT,APARTMENT,2.0,87.0,USA_INSTALLED,0,0,11.0,1,0,0,1,,0,AS_NEW,A,84.0,,1,0,50.4730456,4.8637767,,
1171,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11208487,11208487,Namur,Belgium,2023.0,4.0,Namur,5000,305000,APARTMENT,APARTMENT,2.0,88.0,USA_INSTALLED,0,0,13.0,1,0,0,1,,0,AS_NEW,A,84.0,,1,0,50.4730456,4.8637767,,
1172,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11208480,11208480,Namur,Belgium,2023.0,4.0,Namur,5000,305000,APARTMENT,APARTMENT,2.0,87.0,USA_INSTALLED,0,0,13.0,1,0,0,1,,0,AS_NEW,A,84.0,,1,0,50.4730456,4.8637767,,
1173,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11208439,11208439,Namur,Belgium,2023.0,4.0,Namur,5000,306000,APARTMENT,APARTMENT,2.0,88.0,USA_INSTALLED,0,0,11.0,1,0,0,1,,0,AS_NEW,A,84.0,,1,0,50.4730456,4.8637767,,
1174,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11208458,11208458,Namur,Belgium,2023.0,4.0,Namur,5000,314500,APARTMENT,APARTMENT,2.0,87.0,USA_INSTALLED,0,0,32.0,1,87,1,1,,0,AS_NEW,A,84.0,,1,0,50.4730456,4.8637767,,
1175,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11208444,11208444,Namur,Belgium,2023.0,4.0,Namur,5000,315000,APARTMENT,APARTMENT,2.0,87.0,USA_INSTALLED,0,0,13.0,1,0,0,1,,0,AS_NEW,A,84.0,,1,0,50.4730456,4.8637767,,
1176,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11208482,11208482,Namur,Belgium,2023.0,4.0,Namur,5000,317000,APARTMENT,APARTMENT,2.0,89.0,USA_INSTALLED,0,0,30.0,1,13,1,1,,0,AS_NEW,A,84.0,,1,0,50.4730456,4.8637767,,
1177,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11208484,11208484,Namur,Belgium,2023.0,4.0,Namur,5000,320200,APARTMENT,APARTMENT,2.0,88.0,USA_INSTALLED,0,0,37.0,1,12,1,1,,0,AS_NEW,A,84.0,,1,0,50.4730456,4.8637767,,
1178,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11208462,11208462,Namur,Belgium,2023.0,4.0,Namur,5000,328000,APARTMENT,APARTMENT,2.0,95.0,USA_INSTALLED,0,0,34.0,1,0,0,1,,0,AS_NEW,A,84.0,,1,0,50.4730456,4.8637767,,
1179,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11208491,11208491,Namur,Belgium,2023.0,4.0,Namur,5000,329000,APARTMENT,APARTMENT,2.0,94.0,USA_INSTALLED,0,0,15.0,1,0,0,1,,0,AS_NEW,A,84.0,,1,0,50.4730456,4.8637767,,
1180,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11208498,11208498,Namur,Belgium,2023.0,4.0,Namur,5000,330000,APARTMENT,APARTMENT,2.0,95.0,USA_INSTALLED,0,0,11.0,1,0,0,1,,0,AS_NEW,A,84.0,,1,0,50.4730456,4.8637767,,
1181,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11208510,11208510,Namur,Belgium,2023.0,4.0,Namur,5000,336700,APARTMENT,APARTMENT,2.0,94.0,USA_INSTALLED,0,0,32.0,1,6,1,1,,0,AS_NEW,A,84.0,,1,0,50.4730456,4.8637767,,
1182,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11208447,11208447,Namur,Belgium,2023.0,4.0,Namur,5000,340000,APARTMENT,APARTMENT,2.0,95.0,USA_INSTALLED,0,0,15.0,1,0,0,1,,0,AS_NEW,A,84.0,,1,0,50.4730456,4.8637767,,
1183,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11208441,11208441,Namur,Belgium,2023.0,4.0,Namur,5000,355000,APARTMENT,APARTMENT,2.0,92.0,USA_INSTALLED,0,0,29.0,1,0,0,1,,0,AS_NEW,A,84.0,,1,0,50.4730456,4.8637767,,
1184,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11208466,11208466,Namur,Belgium,2023.0,4.0,Namur,5000,356000,APARTMENT,APARTMENT,3.0,100.0,USA_INSTALLED,0,0,30.0,1,42,1,1,,0,AS_NEW,A,84.0,,1,0,50.4730456,4.8637767,,
1185,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11208455,11208455,Namur,Belgium,2023.0,4.0,Namur,5000,359000,APARTMENT,APARTMENT,2.0,100.0,USA_INSTALLED,0,0,15.0,1,0,0,1,,0,AS_NEW,A,84.0,,1,0,50.4730456,4.8637767,,
1186,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11208457,11208457,Namur,Belgium,2023.0,4.0,Namur,5000,370000,APARTMENT,APARTMENT,2.0,99.0,USA_INSTALLED,0,0,46.0,1,0,0,1,,0,AS_NEW,A,84.0,,1,0,50.4730456,4.8637767,,
1187,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11208493,11208493,Namur,Belgium,2023.0,4.0,Namur,5000,375000,APARTMENT,APARTMENT,3.0,107.0,USA_INSTALLED,0,0,12.0,1,0,0,1,,0,AS_NEW,A,84.0,,1,0,50.4730456,4.8637767,,
1188,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11208440,11208440,Namur,Belgium,2023.0,4.0,Namur,5000,376000,APARTMENT,APARTMENT,2.0,102.0,USA_INSTALLED,0,0,21.0,1,0,0,1,,0,AS_NEW,A,84.0,,1,0,50.4730456,4.8637767,,
1189,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11208471,11208471,Namur,Belgium,2023.0,4.0,Namur,5000,385000,APARTMENT,APARTMENT,3.0,110.0,USA_INSTALLED,0,0,15.0,1,0,0,1,,0,AS_NEW,A,84.0,,1,0,50.4730456,4.8637767,,
1190,https://www.immoweb.be/en/classified/flat-studio/for-sale/namur/5000/11061408,11061408,Namur,Belgium,2025.0,4.0,Namur,5000,208000,APARTMENT,FLAT_STUDIO,1.0,47.0,USA_INSTALLED,0,0,20.0,1,0,0,1,,0,AS_NEW,A,80.0,,0,0,50.4686548,4.8544958,,
1191,https://www.immoweb.be/en/classified/flat-studio/for-sale/namur/5000/11061400,11061400,Namur,Belgium,2025.0,4.0,Namur,5000,212000,APARTMENT,FLAT_STUDIO,1.0,40.0,USA_INSTALLED,0,0,12.0,1,0,0,1,,0,AS_NEW,A,80.0,,0,0,50.4686548,4.8544958,,
1192,https://www.immoweb.be/en/classified/flat-studio/for-sale/namur/5000/11061396,11061396,Namur,Belgium,2025.0,4.0,Namur,5000,216000,APARTMENT,FLAT_STUDIO,1.0,40.0,USA_INSTALLED,0,0,9.0,1,0,0,1,,0,AS_NEW,A,80.0,,0,0,50.4686548,4.8544958,,
1193,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11061399,11061399,Namur,Belgium,2025.0,4.0,Namur,5000,224000,APARTMENT,APARTMENT,1.0,60.0,USA_INSTALLED,0,0,8.0,1,0,0,1,,0,AS_NEW,A,80.0,,0,0,50.4686548,4.8544958,,
1194,https://www.immoweb.be/en/classified/ground-floor/for-sale/namur/5000/11061404,11061404,Namur,Belgium,2025.0,4.0,Namur,5000,226000,APARTMENT,GROUND_FLOOR,1.0,66.0,USA_INSTALLED,0,0,8.0,1,0,0,1,,0,AS_NEW,A,80.0,,0,0,50.4686548,4.8544958,,
1195,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11061406,11061406,Namur,Belgium,2025.0,4.0,Namur,5000,228000,APARTMENT,APARTMENT,1.0,59.0,USA_INSTALLED,0,0,8.0,1,0,0,1,,0,AS_NEW,A,80.0,,0,0,50.4686548,4.8544958,,
1196,https://www.immoweb.be/en/classified/flat-studio/for-sale/namur/5000/11061407,11061407,Namur,Belgium,2025.0,4.0,Namur,5000,230000,APARTMENT,FLAT_STUDIO,1.0,59.0,USA_INSTALLED,0,0,27.0,1,0,0,1,,0,AS_NEW,A,80.0,,0,0,50.4686548,4.8544958,,
1197,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11061397,11061397,Namur,Belgium,2025.0,4.0,Namur,5000,232000,APARTMENT,APARTMENT,1.0,66.0,USA_INSTALLED,0,0,8.0,1,0,0,1,,0,AS_NEW,A,80.0,,0,0,50.4686548,4.8544958,,
1198,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11061402,11061402,Namur,Belgium,2025.0,4.0,Namur,5000,260000,APARTMENT,APARTMENT,2.0,80.0,USA_INSTALLED,0,0,9.0,1,0,0,1,,0,AS_NEW,A,80.0,,0,0,50.4686548,4.8544958,,
1199,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11061398,11061398,Namur,Belgium,2025.0,4.0,Namur,5000,268000,APARTMENT,APARTMENT,2.0,80.0,USA_INSTALLED,0,0,9.0,1,0,0,1,,0,AS_NEW,A,80.0,,0,0,50.4686548,4.8544958,,
1200,https://www.immoweb.be/en/classified/ground-floor/for-sale/namur/5000/11061405,11061405,Namur,Belgium,2025.0,4.0,Namur,5000,270000,APARTMENT,GROUND_FLOOR,2.0,84.0,USA_INSTALLED,0,0,10.0,1,0,0,1,,0,AS_NEW,A,80.0,,0,0,50.4686548,4.8544958,,
1201,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11061393,11061393,Namur,Belgium,2025.0,4.0,Namur,5000,270000,APARTMENT,APARTMENT,2.0,79.0,USA_INSTALLED,0,0,7.0,1,0,0,1,,0,AS_NEW,A,80.0,,0,0,50.4686548,4.8544958,,
1202,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11061401,11061401,Namur,Belgium,2025.0,4.0,Namur,5000,274000,APARTMENT,APARTMENT,2.0,84.0,USA_INSTALLED,0,0,9.0,1,0,0,1,,0,AS_NEW,A,80.0,,0,0,50.4686548,4.8544958,,
1203,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11061411,11061411,Namur,Belgium,2025.0,4.0,Namur,5000,278000,APARTMENT,APARTMENT,2.0,84.0,USA_INSTALLED,0,0,9.0,1,0,0,1,,0,AS_NEW,A,80.0,,0,0,50.4686548,4.8544958,,
1204,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11061394,11061394,Namur,Belgium,2025.0,4.0,Namur,5000,279000,APARTMENT,APARTMENT,2.0,77.0,USA_INSTALLED,0,0,6.0,1,0,0,1,,0,AS_NEW,A,80.0,,0,0,50.4686548,4.8544958,,
1205,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11061403,11061403,Namur,Belgium,2025.0,4.0,Namur,5000,280000,APARTMENT,APARTMENT,2.0,86.0,USA_INSTALLED,0,0,10.0,1,0,0,1,,0,AS_NEW,A,80.0,,0,0,50.4686548,4.8544958,,
1206,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11061412,11061412,Namur,Belgium,2025.0,4.0,Namur,5000,284000,APARTMENT,APARTMENT,2.0,86.0,USA_INSTALLED,0,0,10.0,1,0,0,1,,0,AS_NEW,A,80.0,,0,0,50.4686548,4.8544958,,
1207,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11061395,11061395,Namur,Belgium,2025.0,4.0,Namur,5000,292000,APARTMENT,APARTMENT,2.0,81.0,USA_INSTALLED,0,0,11.0,1,0,0,1,,0,AS_NEW,A,80.0,,0,0,50.4686548,4.8544958,,
1208,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11061413,11061413,Namur,Belgium,2025.0,4.0,Namur,5000,355000,APARTMENT,APARTMENT,2.0,96.0,USA_INSTALLED,0,0,20.0,1,0,0,1,,0,AS_NEW,A,80.0,,0,0,50.4686548,4.8544958,,
1209,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11133927,11133927,Namur,Belgium,,,Namur,5000,230000,APARTMENT,APARTMENT,1.0,70.0,USA_INSTALLED,0,0,3.0,1,0,0,0,,0,AS_NEW,A,84.0,GAS,0,0,50.4717855,4.8651448,,
1210,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11133924,11133924,Namur,Belgium,,,Namur,5000,295000,APARTMENT,APARTMENT,2.0,102.0,USA_INSTALLED,0,0,32.0,1,0,0,0,,0,AS_NEW,B,105.0,GAS,0,0,50.4717855,4.8651448,,
1211,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11133926,11133926,Namur,Belgium,,,Namur,5000,295000,APARTMENT,APARTMENT,3.0,104.0,USA_INSTALLED,0,0,3.0,1,0,0,0,,0,AS_NEW,A,72.0,GAS,0,0,50.4714945,4.8655141,,
1212,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11133928,11133928,Namur,Belgium,,,Namur,5000,295000,APARTMENT,APARTMENT,2.0,104.0,USA_INSTALLED,0,0,3.0,1,0,0,0,,0,AS_NEW,A,72.0,GAS,0,0,50.4717855,4.8651448,,
1213,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11133923,11133923,Namur,Belgium,,,Namur,5000,325000,APARTMENT,APARTMENT,3.0,139.0,USA_INSTALLED,0,0,29.0,1,0,0,1,,0,AS_NEW,B,104.0,GAS,0,0,50.4734279,4.8636344,,
1214,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11133929,11133929,Namur,Belgium,,,Namur,5000,350000,APARTMENT,APARTMENT,2.0,104.0,USA_INSTALLED,0,0,3.0,1,0,0,0,,0,AS_NEW,A,81.0,GAS,0,0,50.4714945,4.8655141,,
1215,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847753,10847753,Namur,Belgium,2022.0,,Namur,5000,239000,APARTMENT,APARTMENT,2.0,86.0,USA_HYPER_EQUIPPED,0,0,5.0,1,0,0,1,,0,AS_NEW,,,GAS,1,0,50.4449137,4.8741478,,
1216,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847744,10847744,Namur,Belgium,2022.0,,Namur,5000,244000,APARTMENT,APARTMENT,2.0,90.0,USA_HYPER_EQUIPPED,0,0,4.0,1,0,0,1,,0,AS_NEW,,,GAS,1,0,50.4449137,4.8741478,,
1217,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847754,10847754,Namur,Belgium,2022.0,,Namur,5000,244000,APARTMENT,APARTMENT,2.0,90.0,USA_HYPER_EQUIPPED,0,0,4.0,1,0,0,1,,0,AS_NEW,,,GAS,1,0,50.4449137,4.8741478,,
1218,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847735,10847735,Namur,Belgium,2022.0,,Namur,5000,255000,APARTMENT,APARTMENT,2.0,96.0,USA_HYPER_EQUIPPED,0,0,8.0,1,0,0,1,,0,AS_NEW,,,GAS,1,0,50.4449137,4.8741478,,
1219,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847742,10847742,Namur,Belgium,2022.0,,Namur,5000,255000,APARTMENT,APARTMENT,2.0,86.0,USA_HYPER_EQUIPPED,0,0,5.0,1,0,0,1,,0,AS_NEW,,,GAS,1,0,50.4449137,4.8741478,,
1220,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847749,10847749,Namur,Belgium,2022.0,,Namur,5000,260000,APARTMENT,APARTMENT,2.0,86.0,USA_HYPER_EQUIPPED,0,0,5.0,1,0,0,1,,0,AS_NEW,,,GAS,1,0,50.4449137,4.8741478,,
1221,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847755,10847755,Namur,Belgium,2022.0,,Namur,5000,260000,APARTMENT,APARTMENT,2.0,94.0,USA_HYPER_EQUIPPED,0,0,7.0,1,0,0,1,,0,AS_NEW,,,GAS,1,0,50.4449137,4.8741478,,
1222,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847763,10847763,Namur,Belgium,2022.0,,Namur,5000,260000,APARTMENT,APARTMENT,2.0,90.0,USA_HYPER_EQUIPPED,0,0,4.0,1,0,0,1,,0,AS_NEW,,,GAS,1,0,50.4449137,4.8741478,,
1223,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847746,10847746,Namur,Belgium,2022.0,,Namur,5000,260000,APARTMENT,APARTMENT,2.0,95.0,,0,0,5.0,1,0,0,1,,0,AS_NEW,,,GAS,0,0,50.4449137,4.8741478,,
1224,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847773,10847773,Namur,Belgium,2022.0,,Namur,5000,260000,APARTMENT,APARTMENT,2.0,95.0,USA_HYPER_EQUIPPED,0,0,7.0,1,0,0,1,,0,AS_NEW,,,GAS,1,0,50.4449137,4.8741478,,
1225,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847779,10847779,Namur,Belgium,2022.0,,Namur,5000,265000,APARTMENT,APARTMENT,2.0,90.0,USA_HYPER_EQUIPPED,0,0,4.0,1,0,0,1,,0,AS_NEW,,,GAS,1,0,50.4449137,4.8741478,,
1226,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847785,10847785,Namur,Belgium,2022.0,,Namur,5000,265000,APARTMENT,APARTMENT,2.0,94.0,USA_HYPER_EQUIPPED,0,0,5.0,1,0,0,1,,0,AS_NEW,,,GAS,1,0,50.4449137,4.8741478,,
1227,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847782,10847782,Namur,Belgium,2022.0,,Namur,5000,265000,APARTMENT,APARTMENT,2.0,94.0,,0,0,5.0,1,0,0,1,,0,AS_NEW,,,GAS,0,0,50.4449137,4.8741478,,
1228,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847733,10847733,Namur,Belgium,2022.0,,Namur,5000,265000,APARTMENT,APARTMENT,2.0,87.0,USA_HYPER_EQUIPPED,0,0,10.0,1,0,0,1,,0,AS_NEW,,,GAS,1,0,50.4449137,4.8741478,,
1229,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847783,10847783,Namur,Belgium,2022.0,,Namur,5000,270000,APARTMENT,APARTMENT,2.0,94.0,USA_HYPER_EQUIPPED,0,0,5.0,1,0,0,1,,0,AS_NEW,,,GAS,0,0,50.4449137,4.8741478,,
1230,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847738,10847738,Namur,Belgium,2022.0,,Namur,5000,270000,APARTMENT,APARTMENT,2.0,90.0,USA_HYPER_EQUIPPED,0,0,4.0,1,0,0,1,,0,AS_NEW,,,GAS,1,0,50.4449137,4.8741478,,
1231,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847741,10847741,Namur,Belgium,2022.0,,Namur,5000,270000,APARTMENT,APARTMENT,2.0,94.0,USA_HYPER_EQUIPPED,0,0,5.0,1,0,0,1,,0,AS_NEW,,,GAS,1,0,50.4449137,4.8741478,,
1232,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847734,10847734,Namur,Belgium,2022.0,,Namur,5000,275000,APARTMENT,APARTMENT,2.0,94.0,USA_HYPER_EQUIPPED,0,0,5.0,1,0,0,1,,0,AS_NEW,,,GAS,1,0,50.4449137,4.8741478,,
1233,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847768,10847768,Namur,Belgium,2022.0,,Namur,5000,276000,APARTMENT,APARTMENT,2.0,94.0,USA_HYPER_EQUIPPED,0,0,5.0,1,0,0,1,,0,AS_NEW,,,GAS,0,0,50.4449137,4.8741478,,
1234,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847772,10847772,Namur,Belgium,2022.0,,Namur,5000,276000,APARTMENT,APARTMENT,2.0,103.0,USA_HYPER_EQUIPPED,0,0,10.0,1,0,0,1,,0,AS_NEW,,,GAS,1,0,50.4449137,4.8741478,,
1235,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847777,10847777,Namur,Belgium,2022.0,,Namur,5000,278000,APARTMENT,APARTMENT,2.0,91.0,USA_HYPER_EQUIPPED,0,0,5.0,1,0,0,1,,0,AS_NEW,,,GAS,1,0,50.4449137,4.8741478,,
1236,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847751,10847751,Namur,Belgium,2022.0,,Namur,5000,281000,APARTMENT,APARTMENT,2.0,95.0,USA_HYPER_EQUIPPED,0,0,7.0,1,0,0,1,,0,AS_NEW,,,GAS,1,0,50.4449137,4.8741478,,
1237,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847731,10847731,Namur,Belgium,2022.0,,Namur,5000,284000,APARTMENT,APARTMENT,2.0,94.0,USA_HYPER_EQUIPPED,0,0,5.0,1,0,0,1,,0,AS_NEW,,,GAS,1,0,50.4449137,4.8741478,,
1238,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847762,10847762,Namur,Belgium,2022.0,,Namur,5000,286000,APARTMENT,APARTMENT,2.0,103.0,USA_HYPER_EQUIPPED,0,0,10.0,1,0,0,1,,0,AS_NEW,,,GAS,1,0,50.4449137,4.8741478,,
1239,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847767,10847767,Namur,Belgium,2022.0,,Namur,5000,286000,APARTMENT,APARTMENT,2.0,87.0,USA_HYPER_EQUIPPED,0,0,4.0,1,0,0,1,,0,AS_NEW,,,GAS,1,0,50.4449137,4.8741478,,
1240,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847748,10847748,Namur,Belgium,2022.0,,Namur,5000,286000,APARTMENT,APARTMENT,2.0,95.0,USA_HYPER_EQUIPPED,0,0,7.0,1,0,0,1,,0,AS_NEW,,,GAS,1,0,50.4449137,4.8741478,,
1241,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847780,10847780,Namur,Belgium,2022.0,,Namur,5000,286000,APARTMENT,APARTMENT,3.0,117.0,USA_HYPER_EQUIPPED,0,0,8.0,1,0,0,1,,0,AS_NEW,,,GAS,1,0,50.4449137,4.8741478,,
1242,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847778,10847778,Namur,Belgium,2022.0,,Namur,5000,291000,APARTMENT,APARTMENT,2.0,103.0,USA_HYPER_EQUIPPED,0,0,10.0,1,0,0,1,,0,AS_NEW,,,GAS,1,0,50.4449137,4.8741478,,
1243,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847730,10847730,Namur,Belgium,2022.0,,Namur,5000,299000,APARTMENT,APARTMENT,2.0,103.0,USA_HYPER_EQUIPPED,0,0,10.0,1,0,0,1,,0,AS_NEW,,,GAS,1,0,50.4449137,4.8741478,,
1244,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847740,10847740,Namur,Belgium,,,Namur,5000,302000,APARTMENT,APARTMENT,2.0,93.0,USA_HYPER_EQUIPPED,0,0,28.0,1,0,0,1,,0,AS_NEW,,,GAS,1,0,50.4449137,4.8741478,,
1245,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847750,10847750,Namur,Belgium,2022.0,,Namur,5000,302000,APARTMENT,APARTMENT,3.0,103.0,USA_HYPER_EQUIPPED,0,0,6.0,1,0,0,1,,0,AS_NEW,,,GAS,1,0,50.4449137,4.8741478,,
1246,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847747,10847747,Namur,Belgium,2022.0,,Namur,5000,307000,APARTMENT,APARTMENT,3.0,103.0,USA_HYPER_EQUIPPED,0,0,6.0,1,0,0,1,,0,AS_NEW,,,GAS,1,0,50.4449137,4.8741478,,
1247,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847784,10847784,Namur,Belgium,2022.0,,Namur,5000,312000,APARTMENT,APARTMENT,3.0,111.0,USA_SEMI_EQUIPPED,0,0,11.0,1,0,0,1,,0,AS_NEW,,,GAS,1,0,50.4449137,4.8741478,,
1248,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847759,10847759,Namur,Belgium,2022.0,,Namur,5000,314000,APARTMENT,APARTMENT,3.0,117.0,USA_HYPER_EQUIPPED,0,0,8.0,1,0,0,1,,0,AS_NEW,,,GAS,1,0,50.4449137,4.8741478,,
1249,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847757,10847757,Namur,Belgium,2022.0,,Namur,5000,320000,APARTMENT,APARTMENT,3.0,117.0,USA_HYPER_EQUIPPED,0,0,8.0,1,0,0,1,,0,AS_NEW,,,GAS,1,0,50.4449137,4.8741478,,
1250,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847765,10847765,Namur,Belgium,2022.0,,Namur,5000,359000,APARTMENT,APARTMENT,3.0,119.0,USA_HYPER_EQUIPPED,0,0,28.0,1,0,0,1,,0,AS_NEW,,,GAS,0,0,,,,
1251,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/10847776,10847776,Namur,Belgium,2022.0,,Namur,5000,369000,APARTMENT,APARTMENT,3.0,112.0,USA_HYPER_EQUIPPED,0,0,19.0,1,0,0,1,,0,AS_NEW,,,GAS,0,0,50.4449137,4.8741478,,
1252,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11195202,11195202,Namur,Belgium,2023.0,2.0,Namur,5000,359000,APARTMENT,APARTMENT,3.0,137.0,USA_INSTALLED,0,0,26.0,1,0,0,0,,0,AS_NEW,B,103.0,GAS,0,0,,,,
