,locality,construction_year,Number_of_frontages,province,zip_code,price,property_type,subproperty_type,bedroom_count,total_area_m2,equipped_kitchen,furnished,open_fire,terrace_sqm,terrace,garden_sqm,garden,floodZoneType,surface_land,swimming_pool,state_building,epc,primaryEnergyConsumptionPerSqm,heating_Type,Double_Glazing,cadastral_income,latitude,longitude,region,price_square
248,Dendermonde,1937.0,2.0,East Flanders,9220,265000,0.0,HOUSE,2.0,,,0,0,,1,162,1,0,111.0,0,4.0,4.0,357.0,ELECTRIC,1,384,51.0975819,4.1413205,Flanders,
249,Bastogne,,,Luxembourg,6600,279000,1.0,APARTMENT,2.0,92.0,,0,0,8.0,1,0,0,1,,0,5.0,7.0,56.0,,0,0,,,Wallonia,3032.608695652174
250,Hasselt,2020.0,,Limburg,3500,995000,1.0,APARTMENT,3.0,143.0,INSTALLED,0,0,18.0,1,0,0,0,,0,4.0,7.0,67.0,GAS,1,0,50.9312679,5.3428585,Flanders,6958.041958041958
251,Antwerp,2024.0,2.0,Antwerp,2000,335000,1.0,FLAT_STUDIO,1.0,63.0,HYPER_EQUIPPED,0,0,9.0,1,15,1,0,,0,,,,,1,0,51.2207529,4.4102467,Flanders,5317.460317460317
252,Brugge,2023.0,3.0,West Flanders,8000,535000,1.0,APARTMENT,3.0,141.0,HYPER_EQUIPPED,0,0,15.0,1,0,0,0,,0,,7.0,30.0,,1,0,51.1932222,3.2317366,Flanders,3794.326241134752
253,Nivelles,2024.0,,Walloon Brabant,1300,395000,1.0,GROUND_FLOOR,2.0,100.0,USA_INSTALLED,0,0,12.0,1,0,0,1,,0,,,,GAS,1,0,,,Wallonia,3950.0
254,Brussels,,2.0,Brussels,1150,285000,1.0,APARTMENT,2.0,81.0,,0,0,2.0,1,0,0,1,,0,3.0,2.0,283.0,,1,0,,,Brussels-Capital,3518.5185185185187
255,Liège,,,Liège,4000,221595,1.0,APARTMENT,1.0,59.0,INSTALLED,0,0,11.0,1,0,0,0,,0,,,,GAS,0,0,,,Wallonia,3755.8474576271187
256,Antwerp,2024.0,2.0,Antwerp,2000,365000,1.0,GROUND_FLOOR,1.0,74.0,HYPER_EQUIPPED,0,0,8.0,1,22,1,0,,0,,,,,1,0,51.2207529,4.4102467,Flanders,4932.4324324324325
257,Bastogne,,,Luxembourg,6600,284000,1.0,APARTMENT,2.0,92.0,,0,0,8.0,1,0,0,1,,0,5.0,7.0,56.0,,0,0,,,Wallonia,3086.9565217391305
258,Hasselt,2023.0,2.0,Limburg,3500,176446,1.0,APARTMENT,1.0,60.0,INSTALLED,0,0,6.0,1,0,0,0,,0,,,,,1,0,50.9307846,5.3299163,Flanders,2940.766666666667
259,Brugge,1850.0,,West Flanders,8000,729000,1.0,PENTHOUSE,3.0,178.0,,0,0,12.0,1,0,0,0,,0,4.0,2.0,579.0,,1,1232,51.2130954,3.229621,Flanders,4095.505617977528
260,Kortrijk,2013.0,,West Flanders,8500,695000,1.0,APARTMENT,2.0,239.0,,0,0,0.0,0,0,0,0,,0,4.0,7.0,71.0,,0,1330,50.8327085,3.2820054,Flanders,2907.949790794979
261,Liège,,,Liège,4000,251083,1.0,APARTMENT,1.0,70.0,INSTALLED,0,0,9.0,1,0,0,0,,0,,,,GAS,0,0,,,Wallonia,3586.9
262,Antwerp,2024.0,2.0,Antwerp,2000,369000,1.0,GROUND_FLOOR,1.0,85.0,HYPER_EQUIPPED,0,0,0.0,0,0,0,0,,0,,,,,1,0,51.2207529,4.4102467,Flanders,4341.176470588235
263,Hasselt,2023.0,2.0,Limburg,3500,254763,1.0,APARTMENT,1.0,58.0,INSTALLED,0,0,9.0,1,0,0,0,,0,,,,,1,0,50.9301492,5.3317664,Flanders,4392.4655172413795
264,Bastogne,,,Luxembourg,6600,289000,1.0,APARTMENT,2.0,98.0,,0,0,9.0,1,0,0,1,,0,5.0,7.0,65.0,,0,0,,,Wallonia,2948.9795918367345
265,Nivelles,2024.0,,Walloon Brabant,1300,440000,1.0,APARTMENT,3.0,117.0,USA_INSTALLED,0,0,32.0,1,0,0,1,,0,,,,GAS,1,0,,,Wallonia,3760.6837606837607
266,Antwerp,1929.0,2.0,Antwerp,2100,195000,1.0,APARTMENT,3.0,135.0,INSTALLED,0,0,0.0,0,0,0,1,,0,4.0,2.0,529.0,,1,0,51.2301829,4.4447424,Flanders,1444.4444444444443
267,Liège,,,Liège,4000,251250,1.0,APARTMENT,1.0,70.0,INSTALLED,0,0,9.0,1,0,0,0,,0,,,,GAS,0,0,,,Wallonia,3589.285714285714
268,Brugge,1961.0,,West Flanders,8000,250000,1.0,APARTMENT,2.0,82.0,INSTALLED,0,0,0.0,0,0,0,0,,0,,6.0,173.0,GAS,1,860,51.2087129,3.2151919,Flanders,3048.7804878048782
269,Antwerp,2024.0,2.0,Antwerp,2000,379000,1.0,APARTMENT,1.0,74.0,HYPER_EQUIPPED,0,0,5.0,1,0,0,0,,0,,,,,1,0,51.2207529,4.4102467,Flanders,5121.621621621622
270,Hasselt,2023.0,2.0,Limburg,3500,642205,1.0,APARTMENT,3.0,162.0,INSTALLED,0,0,42.0,1,0,0,0,,0,,,,,1,0,50.9301492,5.3317664,Flanders,3964.2283950617284
271,Bastogne,,,Luxembourg,6600,294000,1.0,APARTMENT,2.0,88.0,,0,0,16.0,1,0,0,1,,0,5.0,7.0,61.0,,0,0,,,Wallonia,3340.909090909091
272,Tournai,,4.0,Hainaut,7540,160000,0.0,HOUSE,1.0,133.0,,0,0,0.0,0,0,0,1,0.0,0,,4.0,307.0,,0,376,,,Wallonia,1203.0075187969924
273,Liège,,,Liège,4000,251535,1.0,APARTMENT,1.0,70.0,INSTALLED,0,0,9.0,1,0,0,0,,0,,,,GAS,0,0,,,Wallonia,3593.3571428571427
274,Antwerp,2024.0,2.0,Antwerp,2000,385000,1.0,APARTMENT,1.0,72.0,HYPER_EQUIPPED,0,0,5.0,1,0,0,0,,0,,,,,1,0,51.2207529,4.4102467,Flanders,5347.222222222223
275,Hasselt,1990.0,,Limburg,3500,349000,1.0,APARTMENT,3.0,149.0,INSTALLED,0,0,0.0,0,0,0,0,,0,,6.0,109.0,GAS,1,1789,50.927469,5.3416175,Flanders,2342.281879194631
276,Brugge,,3.0,West Flanders,8000,315000,0.0,HOUSE,2.0,145.0,INSTALLED,0,0,0.0,0,0,0,0,56.0,0,6.0,6.0,197.0,GAS,1,605,51.2143329,3.2270302,Flanders,2172.4137931034484
277,Bastogne,,,Luxembourg,6600,294000,1.0,APARTMENT,2.0,98.0,,0,0,9.0,1,0,0,1,,0,5.0,7.0,61.0,,0,0,,,Wallonia,3000.0
278,Tongeren,1965.0,4.0,Limburg,3840,252000,0.0,HOUSE,4.0,157.0,SEMI_EQUIPPED,0,0,0.0,0,0,0,1,606.0,0,2.0,2.0,1176.0,FUELOIL,0,639,,,Flanders,1605.095541401274
279,Antwerp,2024.0,2.0,Antwerp,2000,385000,1.0,APARTMENT,1.0,74.0,HYPER_EQUIPPED,0,0,5.0,1,0,0,0,,0,,,,,1,0,51.2207529,4.4102467,Flanders,5202.7027027027025
280,Liège,,,Liège,4000,258252,1.0,APARTMENT,1.0,72.0,INSTALLED,0,0,9.0,1,0,0,0,,0,,,,GAS,0,0,,,Wallonia,3586.8333333333335
281,Hasselt,2016.0,3.0,Limburg,3500,570000,1.0,PENTHOUSE,2.0,116.0,HYPER_EQUIPPED,0,1,72.0,1,0,0,0,,0,5.0,7.0,72.0,GAS,1,953,50.9311348,5.3181578,Flanders,4913.793103448276
282,Bastogne,,,Luxembourg,6600,294000,1.0,APARTMENT,2.0,95.0,,0,0,8.0,1,0,0,1,,0,5.0,7.0,61.0,,0,0,,,Wallonia,3094.7368421052633
283,Nivelles,2024.0,,Walloon Brabant,1300,485000,1.0,DUPLEX,3.0,140.0,USA_INSTALLED,0,0,11.0,1,0,0,1,,0,,,,GAS,1,0,,,Wallonia,3464.285714285714
284,Brugge,2012.0,,West Flanders,8000,665000,1.0,APARTMENT,2.0,133.0,,0,0,0.0,0,0,0,1,,0,5.0,6.0,101.0,GAS,0,1108,51.2035644,3.2249183,Flanders,5000.0
285,Thuin,1847.0,4.0,Hainaut,7120,350000,0.0,COUNTRY_COTTAGE,4.0,225.0,HYPER_EQUIPPED,0,1,0.0,0,0,0,1,2461.0,0,2.0,3.0,417.0,FUELOIL,1,512,50.3521723,4.1208171,Wallonia,1555.5555555555557
286,Liège,,,Liège,4000,287678,1.0,APARTMENT,1.0,81.0,INSTALLED,0,0,12.0,1,0,0,0,,0,,,,GAS,0,0,,,Wallonia,3551.58024691358
287,Antwerp,2024.0,2.0,Antwerp,2000,395000,1.0,APARTMENT,1.0,79.0,HYPER_EQUIPPED,0,0,6.0,1,0,0,0,,0,,,,,1,0,51.2207529,4.4102467,Flanders,5000.0
288,Hasselt,2021.0,,Limburg,3500,349000,1.0,APARTMENT,1.0,65.0,,0,0,15.0,1,0,0,0,,0,4.0,7.0,65.0,GAS,1,0,50.930838,5.336344,Flanders,5369.2307692307695
289,Bastogne,,,Luxembourg,6600,299000,1.0,GROUND_FLOOR,2.0,85.0,,0,0,12.0,1,96,1,1,,0,5.0,7.0,70.0,,0,0,,,Wallonia,3517.6470588235293
290,Liège,,,Liège,4000,305982,1.0,PENTHOUSE,2.0,88.0,INSTALLED,0,0,53.0,1,0,0,0,,0,,,,GAS,0,0,,,Wallonia,3477.068181818182
291,Halle-Vilvoorde,,,Flemish Brabant,1500,296000,1.0,APARTMENT,2.0,85.0,,0,0,8.0,1,0,0,0,,0,,8.0,,,1,0,,,Flanders,3482.3529411764707
292,Antwerp,2024.0,2.0,Antwerp,2000,395000,1.0,APARTMENT,1.0,79.0,HYPER_EQUIPPED,0,0,6.0,1,0,0,0,,0,,,,,1,0,51.2207529,4.4102467,Flanders,5000.0
293,Hasselt,1994.0,4.0,Limburg,3500,825000,0.0,VILLA,4.0,483.0,INSTALLED,0,1,44.0,1,920,1,0,1340.0,0,5.0,5.0,221.0,GAS,1,2622,50.9467092,5.3707677,Flanders,1708.0745341614906
294,Brugge,,2.0,West Flanders,8000,850000,0.0,MANSION,4.0,160.0,USA_HYPER_EQUIPPED,0,0,0.0,0,0,0,0,48.0,0,5.0,4.0,362.0,GAS,1,0,51.2121493,3.2233096,Flanders,5312.5
295,Nivelles,2024.0,,Walloon Brabant,1300,495000,1.0,DUPLEX,4.0,138.0,USA_INSTALLED,0,0,11.0,1,0,0,1,,0,,,,GAS,1,0,,,Wallonia,3586.9565217391305
296,Bastogne,,,Luxembourg,6600,299000,1.0,APARTMENT,2.0,94.0,,0,0,12.0,1,0,0,1,,0,5.0,7.0,73.0,,0,0,,,Wallonia,3180.851063829787
297,Antwerp,2024.0,2.0,Antwerp,2000,415000,1.0,APARTMENT,1.0,86.0,HYPER_EQUIPPED,0,0,0.0,0,0,0,0,,0,,,,,1,0,51.2207529,4.4102467,Flanders,4825.581395348837
298,Hasselt,,,Limburg,3500,1600000,1.0,APARTMENT,3.0,450.0,INSTALLED,0,0,95.0,1,0,0,0,,0,,5.0,249.0,GAS,1,5714,50.9291502,5.3351652,Flanders,3555.5555555555557
299,Bastogne,,,Luxembourg,6600,299000,1.0,APARTMENT,2.0,98.0,,0,0,9.0,1,0,0,1,,0,5.0,7.0,78.0,,0,0,,,Wallonia,3051.0204081632655
300,Halle-Vilvoorde,,,Flemish Brabant,1500,266000,1.0,APARTMENT,1.0,72.0,,0,0,6.0,1,0,0,1,,0,4.0,,,ELECTRIC,1,0,50.7466321,4.2429178,Flanders,3694.4444444444443
301,Brugge,2012.0,3.0,West Flanders,8000,1130000,1.0,PENTHOUSE,3.0,281.0,HYPER_EQUIPPED,0,0,176.0,1,176,1,0,,0,4.0,6.0,130.0,GAS,1,1628,,,Flanders,4021.3523131672596
302,Hasselt,2022.0,,Limburg,3500,390000,1.0,APARTMENT,2.0,98.0,HYPER_EQUIPPED,0,0,0.0,0,0,0,1,,0,4.0,,0.0,GAS,0,0,50.9270713,5.3432201,Flanders,3979.591836734694
303,Antwerp,2024.0,2.0,Antwerp,2000,485000,1.0,APARTMENT,2.0,98.0,HYPER_EQUIPPED,0,0,7.0,1,0,0,0,,0,,,,,1,0,51.2207529,4.4102467,Flanders,4948.9795918367345
304,Liège,,,Liège,4000,307095,1.0,APARTMENT,3.0,99.0,INSTALLED,0,0,9.0,1,0,0,0,,0,,,,GAS,0,0,,,Wallonia,3101.969696969697
305,Nivelles,2024.0,,Walloon Brabant,1300,515000,1.0,DUPLEX,4.0,151.0,USA_INSTALLED,0,0,10.0,1,0,0,1,,0,,,,GAS,1,0,,,Wallonia,3410.5960264900664
306,Bastogne,,,Luxembourg,6600,299000,1.0,APARTMENT,2.0,97.0,,0,0,24.0,1,0,0,1,,0,5.0,7.0,54.0,,0,0,,,Wallonia,3082.4742268041236
307,Liège,,2.0,Liège,4400,269000,0.0,HOUSE,5.0,193.0,INSTALLED,0,0,102.0,1,295,1,0,278.0,0,4.0,5.0,219.0,GAS,1,409,50.6089564,5.4561877,Wallonia,1393.782383419689
308,Hasselt,2022.0,,Limburg,3500,401000,1.0,APARTMENT,2.0,98.0,HYPER_EQUIPPED,0,0,0.0,0,0,0,1,,0,4.0,,0.0,GAS,0,0,50.9270713,5.3432201,Flanders,4091.8367346938776
309,Antwerp,2024.0,2.0,Antwerp,2000,489000,1.0,APARTMENT,2.0,104.0,HYPER_EQUIPPED,0,0,7.0,1,0,0,0,,0,,,,,1,0,51.2207529,4.4102467,Flanders,4701.923076923077
310,Liège,,,Liège,4000,309027,1.0,APARTMENT,3.0,100.0,INSTALLED,0,0,8.0,1,0,0,0,,0,,,,GAS,0,0,,,Wallonia,3090.27
311,Brugge,2024.0,3.0,West Flanders,8000,695000,1.0,PENTHOUSE,3.0,153.0,USA_HYPER_EQUIPPED,0,0,94.0,1,0,0,0,,0,,7.0,10.0,GAS,1,0,51.22428,3.2146403,Flanders,4542.483660130719
312,Bastogne,,,Luxembourg,6600,304000,1.0,APARTMENT,2.0,88.0,,0,0,16.0,1,0,0,1,,0,5.0,7.0,58.0,,0,0,,,Wallonia,3454.5454545454545
313,Nivelles,2023.0,2.0,Walloon Brabant,1300,298000,1.0,APARTMENT,1.0,82.0,USA_HYPER_EQUIPPED,0,0,10.0,1,0,0,0,,0,5.0,6.0,93.0,GAS,1,0,50.7148716,4.605968,Wallonia,3634.1463414634145
314,Hasselt,2022.0,,Limburg,3500,401000,1.0,APARTMENT,2.0,103.0,HYPER_EQUIPPED,0,0,0.0,0,0,0,1,,0,4.0,,0.0,GAS,0,0,50.9270713,5.3432201,Flanders,3893.2038834951454
315,Nivelles,1987.0,4.0,Walloon Brabant,1341,1575000,0.0,HOUSE,5.0,452.0,INSTALLED,0,0,71.0,1,10000,1,0,13000.0,1,4.0,3.0,380.0,GAS,0,0,,,Wallonia,3484.5132743362833
316,Antwerp,2024.0,2.0,Antwerp,2000,495000,1.0,APARTMENT,2.0,104.0,HYPER_EQUIPPED,0,0,7.0,1,0,0,0,,0,,,,,1,0,51.2207529,4.4102467,Flanders,4759.615384615385
317,Liège,,,Liège,4000,312051,1.0,APARTMENT,3.0,101.0,INSTALLED,0,0,9.0,1,0,0,0,,0,,,,GAS,0,0,,,Wallonia,3089.6138613861385
318,Bastogne,,,Luxembourg,6600,304000,1.0,APARTMENT,2.0,100.0,,0,0,9.0,1,0,0,1,,0,5.0,7.0,53.0,,0,0,,,Wallonia,3040.0
319,Hasselt,1935.0,,Limburg,3500,349000,0.0,HOUSE,3.0,145.0,,0,0,0.0,0,0,0,0,362.0,0,,4.0,372.0,GAS,1,379,50.9062967,5.3567723,Flanders,2406.896551724138
320,Brugge,2004.0,,West Flanders,8000,865000,1.0,PENTHOUSE,2.0,198.0,,0,0,30.0,1,0,0,0,,0,4.0,6.0,106.0,,1,1675,51.2169087,3.2069839,Flanders,4368.686868686868
321,Oostend,1988.0,,West Flanders,8400,189000,1.0,APARTMENT,1.0,52.0,,0,0,0.0,0,0,0,1,,0,3.0,6.0,196.0,ELECTRIC,1,0,,,Flanders,3634.6153846153848
322,Nivelles,1940.0,3.0,Walloon Brabant,1300,349000,0.0,HOUSE,4.0,197.0,INSTALLED,0,0,25.0,1,418,1,0,565.0,0,4.0,4.0,301.0,FUELOIL,1,999,50.7111328,4.6089071,Wallonia,1771.5736040609138
323,Antwerp,2024.0,2.0,Antwerp,2000,495000,1.0,PENTHOUSE,2.0,98.0,HYPER_EQUIPPED,0,0,4.0,1,0,0,0,,0,,,,,1,0,51.2207529,4.4102467,Flanders,5051.0204081632655
324,Bastogne,,,Luxembourg,6600,309000,1.0,APARTMENT,2.0,94.0,,0,0,13.0,1,0,0,1,,0,5.0,7.0,46.0,,0,0,,,Wallonia,3287.2340425531916
325,Hasselt,1971.0,,Limburg,3500,184900,1.0,APARTMENT,2.0,72.0,,0,0,0.0,0,0,0,0,,0,,4.0,304.0,,0,0,50.9287459,5.347539,Flanders,2568.0555555555557
326,Liège,,,Liège,4000,315871,1.0,APARTMENT,3.0,103.0,INSTALLED,0,0,8.0,1,0,0,0,,0,,,,GAS,0,0,,,Wallonia,3066.7087378640776
327,Brugge,1967.0,4.0,West Flanders,8200,395000,0.0,HOUSE,4.0,298.0,,0,0,0.0,0,0,0,1,597.0,0,3.0,2.0,664.0,,0,1331,,,Flanders,1325.503355704698
328,Brugge,,4.0,West Flanders,8000,365000,0.0,HOUSE,2.0,88.0,,0,0,0.0,0,0,0,0,36.0,0,4.0,4.0,352.0,GAS,1,0,51.2035432,3.2269352,Flanders,4147.727272727273
329,Antwerp,2024.0,2.0,Antwerp,2000,498000,1.0,GROUND_FLOOR,2.0,100.0,HYPER_EQUIPPED,0,0,5.0,1,7,1,0,,0,,,,,1,0,51.2207529,4.4102467,Flanders,4980.0
330,Nivelles,1990.0,4.0,Walloon Brabant,1300,615000,0.0,HOUSE,5.0,185.0,USA_HYPER_EQUIPPED,0,0,,1,0,0,1,855.0,0,4.0,4.0,292.0,GAS,1,2751,50.71339,4.5837352,Wallonia,3324.324324324324
331,Hasselt,1977.0,,Limburg,3500,169000,1.0,APARTMENT,1.0,,INSTALLED,0,0,9.0,1,0,0,0,,0,5.0,6.0,196.0,GAS,0,694,50.9385228,5.3199863,Flanders,
332,Mouscron,,2.0,Hainaut,7700,185000,0.0,HOUSE,2.0,140.0,,0,0,0.0,0,150,1,1,327.0,0,,4.0,327.0,GAS,1,531,,,Wallonia,1321.4285714285713
333,Antwerp,2024.0,2.0,Antwerp,2000,499000,1.0,APARTMENT,2.0,105.0,HYPER_EQUIPPED,0,0,7.0,1,0,0,0,,0,,,,,1,0,51.2207529,4.4102467,Flanders,4752.380952380952
334,Liège,,,Liège,4000,316240,1.0,APARTMENT,3.0,103.0,INSTALLED,0,0,8.0,1,0,0,0,,0,,,,GAS,0,0,,,Wallonia,3070.2912621359224
335,Hasselt,,,Limburg,3500,395000,1.0,APARTMENT,2.0,95.0,INSTALLED,0,0,0.0,0,0,0,0,,0,4.0,,,GAS,1,0,50.9215166,5.3447405,Flanders,4157.894736842105
336,Nivelles,,2.0,Walloon Brabant,1300,335000,0.0,HOUSE,2.0,123.0,,0,0,18.0,1,0,0,0,400.0,0,4.0,5.0,248.0,GAS,1,0,50.7180218,4.6015855,Wallonia,2723.5772357723577
337,Bastogne,,3.0,Luxembourg,6600,314000,1.0,APARTMENT,2.0,100.0,,0,0,9.0,1,0,0,1,,0,5.0,7.0,61.0,,0,0,,,Wallonia,3140.0
338,Brugge,,4.0,West Flanders,8000,545000,0.0,HOUSE,3.0,121.0,,0,0,0.0,0,28,1,0,94.0,0,4.0,6.0,178.0,GAS,1,374,51.2145609,3.2362201,Flanders,4504.1322314049585
339,Roeselare,,,West Flanders,8800,315000,0.0,HOUSE,3.0,157.0,,0,0,,1,0,0,1,237.0,0,6.0,5.0,296.0,GAS,1,0,,,Flanders,2006.3694267515923
340,Antwerp,2024.0,2.0,Antwerp,2000,515000,1.0,PENTHOUSE,2.0,102.0,HYPER_EQUIPPED,0,0,5.0,1,0,0,0,,0,,,,,1,0,51.2207529,4.4102467,Flanders,5049.019607843137
341,Liège,,,Liège,4000,334822,1.0,APARTMENT,2.0,88.0,INSTALLED,0,0,51.0,1,120,1,0,,0,,,,GAS,0,0,,,Wallonia,3804.7954545454545
342,Hasselt,2022.0,,Limburg,3500,426000,1.0,APARTMENT,2.0,110.0,HYPER_EQUIPPED,0,0,0.0,0,0,0,1,,0,4.0,,0.0,GAS,0,0,50.9270713,5.3432201,Flanders,3872.7272727272725
343,Oostend,2006.0,,West Flanders,8400,395000,1.0,DUPLEX,2.0,97.0,,0,0,,1,0,0,0,,0,4.0,6.0,149.0,GAS,1,1076,51.2290028,2.9215753,Flanders,4072.1649484536083
344,Bastogne,,3.0,Luxembourg,6600,314000,1.0,GROUND_FLOOR,2.0,100.0,,0,0,12.0,1,114,1,1,,0,5.0,7.0,70.0,,0,0,,,Wallonia,3140.0
345,Brugge,1904.0,3.0,West Flanders,8000,545000,0.0,EXCEPTIONAL_PROPERTY,2.0,172.0,INSTALLED,0,0,11.0,1,0,0,0,0.0,0,4.0,,,,0,1028,51.2151516,3.2165038,Flanders,3168.6046511627906
346,Antwerp,2024.0,2.0,Antwerp,2000,595000,1.0,PENTHOUSE,3.0,150.0,HYPER_EQUIPPED,0,0,7.0,1,0,0,0,,0,,,,,1,0,51.2207529,4.4102467,Flanders,3966.6666666666665
347,Hasselt,2023.0,2.0,Limburg,3500,375000,1.0,APARTMENT,2.0,87.0,HYPER_EQUIPPED,0,0,,1,0,0,0,,0,4.0,,,,1,1,50.9307277,5.337599,Flanders,4310.3448275862065
348,Brussels,1961.0,2.0,Brussels,1180,725000,1.0,GROUND_FLOOR,3.0,189.0,,0,0,190.0,1,0,0,1,,0,4.0,6.0,94.0,FUELOIL,1,2193,50.8159499,4.3451373,Brussels-Capital,3835.978835978836
349,Liège,,,Liège,4000,365666,1.0,PENTHOUSE,3.0,105.0,INSTALLED,0,0,30.0,1,0,0,0,,0,,,,GAS,0,0,,,Wallonia,3482.5333333333333
350,Brugge,1906.0,,West Flanders,8000,445000,0.0,HOUSE,4.0,165.0,,0,0,0.0,0,0,0,0,130.0,0,5.0,5.0,247.0,,0,418,51.2208582,3.2282453,Flanders,2696.969696969697
351,Bastogne,,,Luxembourg,6600,319000,1.0,APARTMENT,2.0,97.0,,0,0,24.0,1,0,0,1,,0,5.0,7.0,62.0,,0,0,,,Wallonia,3288.659793814433
352,Nivelles,2013.0,4.0,Walloon Brabant,1300,749000,0.0,HOUSE,4.0,233.0,USA_HYPER_EQUIPPED,0,0,,1,0,0,1,880.0,0,5.0,6.0,93.0,GAS,1,0,50.6966843,4.557914,Wallonia,3214.5922746781116
353,Antwerp,2024.0,2.0,Antwerp,2000,668000,1.0,PENTHOUSE,2.0,123.0,HYPER_EQUIPPED,0,0,6.0,1,0,0,0,,0,,,,,1,0,51.2207529,4.4102467,Flanders,5430.8943089430895
354,Hasselt,2023.0,2.0,Limburg,3500,411000,1.0,APARTMENT,2.0,87.0,HYPER_EQUIPPED,0,0,,1,0,0,0,,0,4.0,,,,1,1,50.9307277,5.337599,Flanders,4724.137931034483
355,Namur,2023.0,3.0,Namur,5000,250000,1.0,APARTMENT,2.0,102.0,USA_INSTALLED,0,0,8.0,1,0,0,1,,0,5.0,,,GAS,0,0,50.4700352,4.9979224,Wallonia,2450.9803921568628
356,Brugge,,2.0,West Flanders,8000,895000,0.0,HOUSE,3.0,252.0,HYPER_EQUIPPED,0,0,0.0,0,85,1,0,224.0,0,4.0,5.0,244.0,GAS,1,1503,51.21251,3.2301955,Flanders,3551.5873015873017
357,Bastogne,,,Luxembourg,6600,324000,1.0,APARTMENT,2.0,97.0,,0,0,13.0,1,174,1,1,,0,5.0,7.0,60.0,,0,0,,,Wallonia,3340.2061855670104
358,Antwerp,2024.0,2.0,Antwerp,2000,699000,1.0,PENTHOUSE,3.0,145.0,HYPER_EQUIPPED,0,0,0.0,0,0,0,0,,0,,,,,1,0,51.2207529,4.4102467,Flanders,4820.689655172414
359,Brugge,1967.0,,West Flanders,8000,315000,0.0,HOUSE,3.0,,INSTALLED,0,0,0.0,0,0,0,0,176.0,0,4.0,5.0,263.0,GAS,0,565,51.2297117,3.2432958,Flanders,
360,Nivelles,1959.0,,Walloon Brabant,1300,299000,1.0,APARTMENT,2.0,95.0,,0,0,0.0,0,0,0,1,,0,5.0,7.0,60.0,GAS,1,0,50.7118727,4.6132432,Wallonia,3147.3684210526317
361,Virton,2018.0,,Luxembourg,6750,235000,1.0,APARTMENT,2.0,91.0,SEMI_EQUIPPED,0,0,,1,0,0,0,,0,4.0,7.0,81.0,,1,460,49.5573996,5.6890387,Wallonia,2582.4175824175823
362,Liège,,,Liège,4000,391084,1.0,APARTMENT,3.0,102.0,INSTALLED,0,0,68.0,1,165,1,0,,0,,,,,0,0,,,Wallonia,3834.156862745098
363,Hasselt,1964.0,2.0,Limburg,3500,200000,1.0,APARTMENT,2.0,98.0,HYPER_EQUIPPED,0,0,0.0,0,0,0,0,,0,,4.0,369.0,GAS,1,741,50.9244327,5.3287054,Flanders,2040.8163265306123
364,Brussels,1950.0,2.0,Brussels,1180,210000,1.0,APARTMENT,1.0,45.0,USA_SEMI_EQUIPPED,0,0,3.0,1,0,0,0,,0,4.0,1.0,438.0,ELECTRIC,0,0,50.7962287,4.3370255,Brussels-Capital,4666.666666666667
365,Bastogne,,,Luxembourg,6600,329000,1.0,APARTMENT,2.0,97.0,,0,0,9.0,1,0,0,1,,0,5.0,7.0,60.0,,0,0,,,Wallonia,3391.7525773195875
366,Hasselt,,2.0,Limburg,3500,549000,0.0,HOUSE,3.0,120.0,HYPER_EQUIPPED,1,0,0.0,0,30,1,0,101.0,0,5.0,7.0,34.0,,0,0,50.9349014,5.3313751,Flanders,4575.0
367,Brugge,,2.0,West Flanders,8000,225000,0.0,HOUSE,4.0,168.0,SEMI_EQUIPPED,0,0,0.0,0,0,0,0,84.0,0,2.0,3.0,414.0,GAS,0,332,51.2028422,3.2264171,Flanders,1339.2857142857142
368,Liège,,,Liège,4000,401434,1.0,APARTMENT,3.0,122.0,INSTALLED,0,0,60.0,1,0,0,0,,0,,,,GAS,0,0,,,Wallonia,3290.44262295082
369,Turnhout,1955.0,3.0,Antwerp,2440,299000,0.0,HOUSE,3.0,187.0,SEMI_EQUIPPED,0,0,,1,0,0,0,290.0,0,3.0,5.0,232.0,FUELOIL,1,0,51.162889,4.981467,Flanders,1598.9304812834225
370,Nivelles,2022.0,,Walloon Brabant,1300,335455,1.0,APARTMENT,2.0,99.0,NOT_INSTALLED,0,0,17.0,1,0,0,1,,0,5.0,6.0,102.0,GAS,1,0,50.7237045,4.6092538,Wallonia,3388.4343434343436
371,Bastogne,,,Luxembourg,6600,380000,1.0,PENTHOUSE,3.0,122.0,,0,0,21.0,1,0,0,1,,0,5.0,7.0,65.0,,0,0,,,Wallonia,3114.754098360656
372,Hasselt,,,Limburg,3500,506000,1.0,APARTMENT,3.0,139.0,,0,0,52.0,1,0,0,1,,0,,7.0,,,1,0,50.9354807,5.3359107,Flanders,3640.2877697841727
373,Brugge,1850.0,2.0,West Flanders,8000,229000,0.0,HOUSE,3.0,70.0,INSTALLED,0,0,10.0,1,0,0,0,38.0,0,4.0,5.0,261.0,GAS,1,220,51.2151246,3.2240344,Flanders,3271.4285714285716
374,Antwerp,,,Antwerp,2000,373663,1.0,APARTMENT,1.0,71.0,,0,0,,1,0,0,0,,0,,7.0,,,1,0,51.2184821,4.4162104,Flanders,5262.859154929577
