,locality,construction_year,Number_of_frontages,province,zip_code,price,property_type,subproperty_type,bedroom_count,total_area_m2,equipped_kitchen,furnished,open_fire,terrace_sqm,terrace,garden_sqm,garden,floodZoneType,surface_land,swimming_pool,state_building,epc,primaryEnergyConsumptionPerSqm,heating_Type,Double_Glazing,cadastral_income,latitude,longitude,region,price_square
765,Namur,,,Namur,5000,358375,1.0,APARTMENT,2.0,92.0,,0,0,8.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3895.3804347826085
766,Gent,1946.0,2.0,East Flanders,9000,309000,0.0,HOUSE,4.0,135.0,USA_INSTALLED,0,0,7.0,1,0,0,0,70.0,0,4.0,4.0,393.0,GAS,1,480,51.0640433,3.7100673,Flanders,2288.8888888888887
767,Liège,1967.0,2.0,Liège,4000,325000,1.0,APARTMENT,3.0,148.0,INSTALLED,0,0,13.0,1,0,0,0,,0,4.0,6.0,166.0,GAS,1,0,50.6337907,5.5711281,Wallonia,2195.945945945946
768,Namur,,,Namur,5000,358387,1.0,APARTMENT,2.0,101.0,,0,0,5.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3548.3861386138615
769,Gent,1970.0,2.0,East Flanders,9000,315000,1.0,APARTMENT,2.0,88.0,INSTALLED,0,0,6.0,1,0,0,0,,0,4.0,5.0,233.0,GAS,1,919,51.044598,3.7362845,Flanders,3579.5454545454545
770,Namur,,,Namur,5000,382677,1.0,APARTMENT,2.0,109.0,,0,0,17.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3510.798165137615
771,Liège,,2.0,Liège,4000,595000,0.0,HOUSE,11.0,370.0,,0,0,,1,150,1,0,300.0,0,3.0,2.0,491.0,GAS,1,2800,50.63184,5.5619528,Wallonia,1608.1081081081081
772,Brussels,,4.0,Brussels,1000,325000,1.0,APARTMENT,2.0,92.0,HYPER_EQUIPPED,0,0,0.0,0,0,0,1,,0,,,,,0,0,50.8665959,4.3449,Brussels-Capital,3532.608695652174
773,Gent,1920.0,2.0,East Flanders,9000,325000,1.0,APARTMENT,1.0,76.0,INSTALLED,0,0,0.0,0,0,0,0,,0,4.0,4.0,314.0,GAS,1,734,51.0503957,3.7335394,Flanders,4276.315789473684
774,Liège,2023.0,2.0,Liège,4000,270000,1.0,DUPLEX,2.0,109.0,INSTALLED,0,0,8.0,1,0,0,0,,0,5.0,7.0,68.0,,1,0,50.684942,5.5505291,Wallonia,2477.064220183486
775,Namur,,,Namur,5000,391319,1.0,APARTMENT,2.0,109.0,,0,0,16.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3590.0825688073396
776,Brussels,,4.0,Brussels,1000,330000,1.0,APARTMENT,2.0,92.0,HYPER_EQUIPPED,0,0,0.0,0,0,0,1,,0,,,,,0,0,50.8665959,4.3449,Brussels-Capital,3586.9565217391305
777,Gent,2014.0,2.0,East Flanders,9000,327000,1.0,APARTMENT,2.0,102.0,INSTALLED,1,0,7.0,1,0,0,0,,0,4.0,7.0,89.0,GAS,1,887,51.0700083,3.6945428,Flanders,3205.8823529411766
778,Liège,2023.0,2.0,Liège,4000,270000,1.0,DUPLEX,2.0,109.0,INSTALLED,0,0,8.0,1,0,0,0,,0,5.0,7.0,69.0,,1,0,50.684942,5.5505291,Wallonia,2477.064220183486
779,Namur,,,Namur,5000,404828,1.0,APARTMENT,2.0,101.0,,0,0,31.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,4008.19801980198
780,Brussels,,4.0,Brussels,1000,337000,1.0,APARTMENT,2.0,92.0,HYPER_EQUIPPED,0,0,0.0,0,0,0,1,,0,,,,,0,0,50.8665959,4.3449,Brussels-Capital,3663.0434782608695
781,Namur,,,Namur,5000,414354,1.0,APARTMENT,2.0,90.0,,0,0,34.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,4603.933333333333
782,Brussels,,4.0,Brussels,1000,341000,1.0,APARTMENT,2.0,92.0,HYPER_EQUIPPED,0,0,7.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,Brussels-Capital,3706.521739130435
783,Liège,1899.0,2.0,Liège,4000,120000,1.0,DUPLEX,1.0,70.0,INSTALLED,0,0,15.0,1,0,0,0,,0,6.0,5.0,253.0,,1,1295,50.6457873,5.5643341,Wallonia,1714.2857142857142
784,Namur,,,Namur,5000,482027,1.0,APARTMENT,3.0,129.0,,0,0,48.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3736.6434108527133
785,Brussels,,4.0,Brussels,1000,345000,1.0,APARTMENT,2.0,92.0,HYPER_EQUIPPED,0,0,7.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,Brussels-Capital,3750.0
786,Liège,1930.0,2.0,Liège,4000,265000,0.0,HOUSE,4.0,131.0,INSTALLED,0,0,25.0,1,200,1,0,326.0,0,6.0,4.0,299.0,FUELOIL,1,745,50.6792937,5.5422982,Wallonia,2022.9007633587787
787,Gent,2021.0,,East Flanders,9000,364500,1.0,APARTMENT,1.0,78.0,,0,0,27.0,1,0,0,0,,0,4.0,,0.0,,0,0,51.0408152,3.7410737,Flanders,4673.076923076923
788,Namur,,,Namur,5000,504463,1.0,APARTMENT,3.0,129.0,,0,0,52.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,3910.5658914728683
789,Brussels,,4.0,Brussels,1000,349000,1.0,APARTMENT,2.0,92.0,HYPER_EQUIPPED,0,0,7.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,Brussels-Capital,3793.478260869565
790,Liège,1958.0,2.0,Liège,4000,649000,0.0,HOUSE,8.0,450.0,INSTALLED,0,0,41.0,1,50,1,0,181.0,0,6.0,5.0,237.0,GAS,1,0,50.6306385,5.5651612,Wallonia,1442.2222222222222
791,Gent,2021.0,,East Flanders,9000,540000,1.0,DUPLEX,4.0,152.0,,0,0,23.0,1,0,0,0,,0,4.0,,0.0,,0,0,51.0408152,3.7410737,Flanders,3552.6315789473683
792,Brussels,,4.0,Brussels,1000,351000,1.0,APARTMENT,2.0,96.0,HYPER_EQUIPPED,0,0,7.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,Brussels-Capital,3656.25
793,Namur,,,Namur,5000,575320,1.0,APARTMENT,3.0,125.0,,0,0,45.0,1,0,0,1,,0,5.0,,,,0,0,,,Wallonia,4602.56
794,Gent,2021.0,,East Flanders,9000,759000,1.0,APARTMENT,2.0,167.0,,0,0,20.0,1,0,0,0,,0,4.0,,0.0,,0,0,51.0408152,3.7410737,Flanders,4544.9101796407185
795,Brussels,,4.0,Brussels,1000,353000,1.0,APARTMENT,2.0,92.0,HYPER_EQUIPPED,0,0,7.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,Brussels-Capital,3836.9565217391305
796,Gent,2022.0,,East Flanders,9000,1716845,,OFFICE_BLOCK,,565.0,,0,0,0.0,0,0,0,0,565.0,0,,,0.0,,0,0,51.0408152,3.7410737,Flanders,3038.663716814159
797,Brussels,,4.0,Brussels,1000,364000,1.0,GROUND_FLOOR,2.0,99.0,HYPER_EQUIPPED,0,0,12.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,Brussels-Capital,3676.7676767676767
798,Gent,2022.0,,East Flanders,9000,1749299,,OFFICE_BLOCK,,575.0,,0,0,0.0,0,0,0,0,575.0,0,,,0.0,,0,0,51.0408152,3.7410737,Flanders,3042.2591304347825
799,Brussels,,4.0,Brussels,1000,365000,1.0,GROUND_FLOOR,2.0,99.0,HYPER_EQUIPPED,0,0,12.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,Brussels-Capital,3686.868686868687
800,Gent,1963.0,2.0,East Flanders,9000,369000,1.0,APARTMENT,2.0,95.0,INSTALLED,0,0,4.0,1,0,0,1,,0,4.0,6.0,140.0,GAS,0,904,51.0536355,3.7142723,Flanders,3884.2105263157896
801,Namur,,,Namur,5000,202408,1.0,FLAT_STUDIO,0.0,48.0,,0,0,7.0,1,0,0,1,,0,5.0,6.0,88.0,,0,0,50.4663683,4.8714176,Wallonia,4216.833333333333
802,Brussels,,4.0,Brussels,1000,370000,1.0,APARTMENT,2.0,96.0,HYPER_EQUIPPED,0,0,7.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,Brussels-Capital,3854.1666666666665
803,Namur,,,Namur,5000,202408,1.0,FLAT_STUDIO,0.0,48.0,,0,0,7.0,1,0,0,1,,0,5.0,6.0,88.0,,0,0,50.4663683,4.8714176,Wallonia,4216.833333333333
804,Brussels,,4.0,Brussels,1000,375000,1.0,GROUND_FLOOR,2.0,103.0,HYPER_EQUIPPED,0,0,13.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,Brussels-Capital,3640.776699029126
805,Namur,,,Namur,5000,202545,1.0,FLAT_STUDIO,0.0,49.0,,0,0,7.0,1,0,0,1,,0,5.0,6.0,94.0,,0,0,50.4663683,4.8714176,Wallonia,4133.571428571428
806,Brussels,,4.0,Brussels,1000,386000,1.0,GROUND_FLOOR,3.0,110.0,HYPER_EQUIPPED,0,0,7.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,Brussels-Capital,3509.090909090909
807,Namur,,,Namur,5000,205226,1.0,FLAT_STUDIO,0.0,52.0,,0,0,6.0,1,0,0,1,,0,5.0,6.0,94.0,,0,0,50.4663683,4.8714176,Wallonia,3946.653846153846
808,Namur,,,Namur,5000,231172,1.0,APARTMENT,1.0,61.0,,0,0,8.0,1,0,0,1,,0,5.0,7.0,48.0,,0,0,50.4663683,4.8714176,Wallonia,3789.7049180327867
809,Namur,,,Namur,5000,233334,1.0,APARTMENT,1.0,61.0,,0,0,8.0,1,0,0,1,,0,5.0,7.0,55.0,,0,0,50.4663683,4.8714176,Wallonia,3825.1475409836066
810,Brussels,,3.0,Brussels,1000,350000,1.0,APARTMENT,2.0,97.0,USA_INSTALLED,0,0,5.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,Brussels-Capital,3608.2474226804125
811,Namur,,,Namur,5000,236195,1.0,APARTMENT,1.0,64.0,,0,0,7.0,1,0,0,1,,0,5.0,7.0,54.0,,0,0,50.4663683,4.8714176,Wallonia,3690.546875
812,Brussels,,3.0,Brussels,1000,354000,1.0,APARTMENT,2.0,97.0,USA_INSTALLED,0,0,5.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,Brussels-Capital,3649.4845360824743
813,Namur,,,Namur,5000,236195,1.0,APARTMENT,1.0,64.0,,0,0,7.0,1,0,0,1,,0,5.0,7.0,54.0,,0,0,50.4663683,4.8714176,Wallonia,3690.546875
814,Brussels,,3.0,Brussels,1000,356000,1.0,GROUND_FLOOR,2.0,104.0,USA_INSTALLED,0,0,9.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,Brussels-Capital,3423.076923076923
815,Namur,,,Namur,5000,236195,1.0,APARTMENT,1.0,64.0,,0,0,7.0,1,0,0,1,,0,5.0,7.0,54.0,,0,0,50.4663683,4.8714176,Wallonia,3690.546875
816,Brussels,,3.0,Brussels,1000,356000,1.0,GROUND_FLOOR,2.0,104.0,USA_INSTALLED,0,0,9.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,Brussels-Capital,3423.076923076923
817,Namur,,,Namur,5000,236195,1.0,APARTMENT,1.0,64.0,,0,0,7.0,1,0,0,1,,0,5.0,7.0,54.0,,0,0,50.4663683,4.8714176,Wallonia,3690.546875
818,Brussels,,3.0,Brussels,1000,359000,1.0,APARTMENT,2.0,102.0,USA_INSTALLED,0,0,9.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,Brussels-Capital,3519.607843137255
819,Namur,,,Namur,5000,236195,1.0,APARTMENT,1.0,64.0,,0,0,7.0,1,0,0,1,,0,5.0,7.0,54.0,,0,0,50.4663683,4.8714176,Wallonia,3690.546875
820,Brussels,,3.0,Brussels,1000,360000,1.0,APARTMENT,2.0,97.0,USA_INSTALLED,0,0,5.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,Brussels-Capital,3711.340206185567
821,Namur,,,Namur,5000,239230,1.0,APARTMENT,1.0,73.0,,0,0,7.0,1,0,0,1,,0,5.0,7.0,85.0,,0,0,50.4663683,4.8714176,Wallonia,3277.123287671233
822,Brussels,,3.0,Brussels,1000,364000,1.0,APARTMENT,2.0,102.0,USA_INSTALLED,0,0,9.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,Brussels-Capital,3568.627450980392
823,Namur,,,Namur,5000,240103,1.0,APARTMENT,1.0,66.0,,0,0,7.0,1,0,0,1,,0,5.0,7.0,85.0,,0,0,50.4663683,4.8714176,Wallonia,3637.9242424242425
824,Brussels,,3.0,Brussels,1000,364000,1.0,APARTMENT,2.0,102.0,USA_INSTALLED,0,0,9.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,Brussels-Capital,3568.627450980392
825,Namur,,,Namur,5000,240959,1.0,APARTMENT,1.0,63.0,,0,0,7.0,1,0,0,1,,0,5.0,7.0,59.0,,0,0,50.4663683,4.8714176,Wallonia,3824.746031746032
826,Brussels,,3.0,Brussels,1000,364000,1.0,APARTMENT,2.0,102.0,USA_INSTALLED,0,0,9.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,Brussels-Capital,3568.627450980392
827,Namur,,,Namur,5000,240959,1.0,APARTMENT,1.0,63.0,,0,0,7.0,1,0,0,1,,0,5.0,7.0,59.0,,0,0,50.4663683,4.8714176,Wallonia,3824.746031746032
828,Brussels,,3.0,Brussels,1000,365000,1.0,APARTMENT,2.0,97.0,USA_INSTALLED,0,0,5.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,Brussels-Capital,3762.8865979381444
829,Brussels,,3.0,Brussels,1000,366000,1.0,APARTMENT,2.0,102.0,USA_INSTALLED,0,0,9.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,Brussels-Capital,3588.235294117647
830,Namur,,,Namur,5000,240959,1.0,APARTMENT,1.0,63.0,,0,0,7.0,1,0,0,1,,0,5.0,7.0,59.0,,0,0,50.4663683,4.8714176,Wallonia,3824.746031746032
831,Brussels,,3.0,Brussels,1000,366000,1.0,APARTMENT,2.0,102.0,USA_INSTALLED,0,0,9.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,Brussels-Capital,3588.235294117647
832,Namur,,,Namur,5000,240959,1.0,APARTMENT,1.0,63.0,,0,0,7.0,1,0,0,1,,0,5.0,7.0,59.0,,0,0,50.4663683,4.8714176,Wallonia,3824.746031746032
833,Brussels,,3.0,Brussels,1000,370000,1.0,APARTMENT,2.0,102.0,USA_INSTALLED,0,0,9.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,Brussels-Capital,3627.450980392157
834,Brussels,,3.0,Brussels,1000,372000,1.0,APARTMENT,2.0,103.0,USA_INSTALLED,0,0,8.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,Brussels-Capital,3611.650485436893
835,Namur,,,Namur,5000,240959,1.0,APARTMENT,1.0,63.0,,0,0,7.0,1,0,0,1,,0,5.0,7.0,59.0,,0,0,50.4663683,4.8714176,Wallonia,3824.746031746032
836,Brussels,,3.0,Brussels,1000,374000,1.0,APARTMENT,2.0,102.0,USA_INSTALLED,0,0,9.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,Brussels-Capital,3666.6666666666665
837,Namur,,,Namur,5000,241179,1.0,APARTMENT,1.0,65.0,,0,0,7.0,1,0,0,1,,0,5.0,7.0,60.0,,0,0,50.4663683,4.8714176,Wallonia,3710.4461538461537
838,Brussels,,3.0,Brussels,1000,374000,1.0,APARTMENT,2.0,102.0,USA_INSTALLED,0,0,9.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,Brussels-Capital,3666.6666666666665
839,Namur,,,Namur,5000,243137,1.0,APARTMENT,1.0,61.0,,0,0,7.0,1,0,0,1,,0,5.0,7.0,49.0,,0,0,50.4663683,4.8714176,Wallonia,3985.8524590163934
840,Brussels,,3.0,Brussels,1000,375000,1.0,APARTMENT,2.0,103.0,USA_INSTALLED,0,0,8.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,Brussels-Capital,3640.776699029126
841,Namur,,,Namur,5000,243930,1.0,APARTMENT,1.0,73.0,,0,0,7.0,1,0,0,1,,0,5.0,7.0,70.0,,0,0,50.4663683,4.8714176,Wallonia,3341.5068493150684
842,Brussels,,3.0,Brussels,1000,376000,1.0,APARTMENT,2.0,102.0,USA_INSTALLED,0,0,9.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,Brussels-Capital,3686.274509803922
843,Namur,,,Namur,5000,245659,1.0,APARTMENT,1.0,63.0,,0,0,7.0,1,0,0,1,,0,5.0,7.0,67.0,,0,0,50.4663683,4.8714176,Wallonia,3899.3492063492063
844,Brussels,,3.0,Brussels,1000,376000,1.0,APARTMENT,2.0,102.0,USA_INSTALLED,0,0,9.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,Brussels-Capital,3686.274509803922
845,Namur,,,Namur,5000,245679,1.0,APARTMENT,1.0,63.0,,0,0,8.0,1,0,0,1,,0,5.0,7.0,67.0,,0,0,50.4663683,4.8714176,Wallonia,3899.6666666666665
846,Brussels,,3.0,Brussels,1000,379000,1.0,APARTMENT,2.0,102.0,USA_INSTALLED,0,0,9.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,Brussels-Capital,3715.6862745098038
847,Namur,,,Namur,5000,245879,1.0,APARTMENT,1.0,65.0,,0,0,7.0,1,0,0,1,,0,5.0,7.0,70.0,,0,0,50.4663683,4.8714176,Wallonia,3782.753846153846
848,Brussels,,3.0,Brussels,1000,379000,1.0,APARTMENT,2.0,102.0,USA_INSTALLED,0,0,9.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,Brussels-Capital,3715.6862745098038
849,Namur,,,Namur,5000,250930,1.0,APARTMENT,1.0,73.0,,0,0,7.0,1,0,0,1,,0,5.0,6.0,87.0,,0,0,50.4663683,4.8714176,Wallonia,3437.3972602739727
850,Brussels,,3.0,Brussels,1000,379000,1.0,APARTMENT,2.0,103.0,USA_INSTALLED,0,0,8.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,Brussels-Capital,3679.6116504854367
851,Namur,,,Namur,5000,264836,1.0,APARTMENT,1.0,66.0,,0,0,7.0,1,0,0,1,,0,5.0,7.0,64.0,,0,0,50.4663683,4.8714176,Wallonia,4012.6666666666665
852,Brussels,,3.0,Brussels,1000,383000,1.0,APARTMENT,2.0,90.0,USA_INSTALLED,0,0,67.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,Brussels-Capital,4255.555555555556
853,Namur,,,Namur,5000,289044,1.0,APARTMENT,1.0,75.0,,0,0,17.0,1,0,0,1,,0,5.0,7.0,68.0,,0,0,50.4663683,4.8714176,Wallonia,3853.92
854,Namur,,,Namur,5000,293975,1.0,APARTMENT,2.0,85.0,,0,0,8.0,1,0,0,1,,0,5.0,7.0,47.0,,0,0,50.4663683,4.8714176,Wallonia,3458.529411764706
855,Namur,,,Namur,5000,302175,1.0,APARTMENT,2.0,89.0,,0,0,8.0,1,0,0,1,,0,5.0,7.0,47.0,,0,0,50.4663683,4.8714176,Wallonia,3395.224719101124
856,Brussels,,4.0,Brussels,1000,355000,1.0,GROUND_FLOOR,2.0,95.0,USA_INSTALLED,0,0,6.0,1,0,0,1,,0,,,,,0,0,50.8648307,4.3491892,Brussels-Capital,3736.842105263158
857,Namur,,,Namur,5000,304875,1.0,APARTMENT,2.0,85.0,,0,0,8.0,1,0,0,1,,0,5.0,7.0,68.0,,0,0,50.4663683,4.8714176,Wallonia,3586.764705882353
858,Brussels,,4.0,Brussels,1000,357000,1.0,GROUND_FLOOR,2.0,94.0,USA_INSTALLED,0,0,6.0,1,0,0,1,,0,,,,,0,0,50.8648307,4.3491892,Brussels-Capital,3797.872340425532
859,Namur,,,Namur,5000,310575,1.0,APARTMENT,2.0,89.0,,0,0,8.0,1,0,0,1,,0,5.0,7.0,47.0,,0,0,50.4663683,4.8714176,Wallonia,3489.6067415730336
860,Brussels,,4.0,Brussels,1000,360000,1.0,APARTMENT,2.0,95.0,USA_INSTALLED,0,0,6.0,1,0,0,1,,0,,,,,0,0,50.8648307,4.3491892,Brussels-Capital,3789.4736842105262
861,Namur,,,Namur,5000,318487,1.0,APARTMENT,2.0,92.0,,0,0,8.0,1,0,0,1,,0,5.0,7.0,46.0,,0,0,50.4663683,4.8714176,Wallonia,3461.8152173913045
862,Brussels,,4.0,Brussels,1000,363000,1.0,GROUND_FLOOR,2.0,97.0,USA_INSTALLED,0,0,6.0,1,0,0,1,,0,,,,,0,0,50.8648307,4.3491892,Brussels-Capital,3742.2680412371133
863,Namur,,,Namur,5000,319235,1.0,APARTMENT,2.0,88.0,,0,0,8.0,1,0,0,1,,0,5.0,7.0,48.0,,0,0,50.4663683,4.8714176,Wallonia,3627.6704545454545
864,Brussels,,4.0,Brussels,1000,369000,1.0,APARTMENT,2.0,95.0,USA_INSTALLED,0,0,6.0,1,0,0,1,,0,,,,,0,0,50.8648307,4.3491892,Brussels-Capital,3884.2105263157896
865,Namur,,,Namur,5000,319375,1.0,APARTMENT,2.0,89.0,,0,0,8.0,1,0,0,1,,0,5.0,6.0,89.0,,0,0,50.4663683,4.8714176,Wallonia,3588.483146067416
866,Namur,,,Namur,5000,321205,1.0,APARTMENT,2.0,99.0,,0,0,3.0,1,0,0,1,,0,5.0,7.0,83.0,,0,0,50.4663683,4.8714176,Wallonia,3244.4949494949497
867,Namur,,,Namur,5000,321987,1.0,APARTMENT,2.0,92.0,,0,0,8.0,1,0,0,1,,0,5.0,7.0,48.0,,0,0,50.4663683,4.8714176,Wallonia,3499.858695652174
868,Brussels,,4.0,Brussels,1000,362000,1.0,APARTMENT,2.0,96.0,USA_INSTALLED,0,0,10.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,Brussels-Capital,3770.8333333333335
869,Namur,,,Namur,5000,324935,1.0,APARTMENT,2.0,88.0,,0,0,8.0,1,0,0,1,,0,5.0,7.0,48.0,,0,0,50.4663683,4.8714176,Wallonia,3692.443181818182
870,Brussels,,4.0,Brussels,1000,365000,1.0,GROUND_FLOOR,2.0,99.0,USA_INSTALLED,0,0,10.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,Brussels-Capital,3686.868686868687
871,Namur,,,Namur,5000,326869,1.0,APARTMENT,2.0,99.0,,0,0,3.0,1,0,0,1,,0,5.0,7.0,52.0,,0,0,50.4663683,4.8714176,Wallonia,3301.7070707070707
872,Namur,,,Namur,5000,327935,1.0,APARTMENT,2.0,93.0,,0,0,8.0,1,0,0,1,,0,5.0,8.0,42.0,,0,0,50.4663683,4.8714176,Wallonia,3526.1827956989246
873,Namur,,,Namur,5000,329654,1.0,APARTMENT,2.0,88.0,,0,0,8.0,1,0,0,1,,0,5.0,7.0,48.0,,0,0,50.4663683,4.8714176,Wallonia,3746.068181818182
874,Brussels,,4.0,Brussels,1000,364000,1.0,GROUND_FLOOR,2.0,93.0,HYPER_EQUIPPED,0,0,8.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,Brussels-Capital,3913.978494623656
875,Namur,,,Namur,5000,330323,1.0,APARTMENT,2.0,92.0,,0,0,14.0,1,0,0,1,,0,5.0,6.0,86.0,,0,0,50.4663683,4.8714176,Wallonia,3590.467391304348
876,Brussels,,4.0,Brussels,1000,366000,1.0,GROUND_FLOOR,2.0,93.0,HYPER_EQUIPPED,0,0,8.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,Brussels-Capital,3935.483870967742
877,Brussels,,4.0,Brussels,1000,370000,1.0,GROUND_FLOOR,2.0,94.0,HYPER_EQUIPPED,0,0,8.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,Brussels-Capital,3936.1702127659573
878,Namur,,,Namur,5000,330535,1.0,APARTMENT,2.0,88.0,,0,0,8.0,1,0,0,1,,0,5.0,7.0,48.0,,0,0,50.4663683,4.8714176,Wallonia,3756.0795454545455
879,Brussels,,4.0,Brussels,1000,377000,1.0,APARTMENT,2.0,93.0,HYPER_EQUIPPED,0,0,8.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,Brussels-Capital,4053.7634408602153
880,Namur,,,Namur,5000,333335,1.0,APARTMENT,2.0,94.0,,0,0,8.0,1,0,0,1,,0,5.0,8.0,45.0,,0,0,50.4663683,4.8714176,Wallonia,3546.1170212765956
881,Namur,,,Namur,5000,334707,1.0,APARTMENT,2.0,99.0,,0,0,4.0,1,0,0,1,,0,5.0,7.0,61.0,,0,0,50.4663683,4.8714176,Wallonia,3380.878787878788
882,Namur,,,Namur,5000,335430,1.0,APARTMENT,2.0,87.0,,0,0,8.0,1,0,0,1,,0,5.0,8.0,44.0,,0,0,50.4663683,4.8714176,Wallonia,3855.5172413793102
883,Brussels,,4.0,Brussels,1000,407000,1.0,GROUND_FLOOR,2.0,107.0,HYPER_EQUIPPED,0,0,10.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,Brussels-Capital,3803.7383177570096
884,Namur,,,Namur,5000,335813,1.0,APARTMENT,2.0,93.0,,0,0,8.0,1,0,0,1,,0,5.0,7.0,48.0,,0,0,50.4663683,4.8714176,Wallonia,3610.8924731182797
885,Brussels,,4.0,Brussels,1000,407000,1.0,GROUND_FLOOR,2.0,104.0,HYPER_EQUIPPED,0,0,13.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,Brussels-Capital,3913.4615384615386
886,Namur,,,Namur,5000,336173,1.0,APARTMENT,2.0,101.0,,0,0,5.0,1,0,0,1,,0,5.0,7.0,48.0,,0,0,50.4663683,4.8714176,Wallonia,3328.4455445544554
887,Brussels,,4.0,Brussels,1000,412000,1.0,APARTMENT,2.0,106.0,HYPER_EQUIPPED,0,0,10.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,Brussels-Capital,3886.7924528301887
888,Namur,,,Namur,5000,336375,1.0,APARTMENT,2.0,99.0,,0,0,3.0,1,0,0,1,,0,5.0,7.0,53.0,,0,0,50.4663683,4.8714176,Wallonia,3397.7272727272725
889,Brussels,,4.0,Brussels,1000,412000,1.0,APARTMENT,2.0,104.0,HYPER_EQUIPPED,0,0,13.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,Brussels-Capital,3961.5384615384614
890,Namur,,,Namur,5000,337970,1.0,APARTMENT,2.0,99.0,,0,0,3.0,1,0,0,1,,0,5.0,7.0,53.0,,0,0,50.4663683,4.8714176,Wallonia,3413.838383838384
891,Brussels,,4.0,Brussels,1000,420000,1.0,APARTMENT,2.0,104.0,HYPER_EQUIPPED,0,0,13.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,Brussels-Capital,4038.4615384615386
892,Namur,,,Namur,5000,338607,1.0,APARTMENT,3.0,111.0,,0,0,25.0,1,0,0,1,,0,5.0,7.0,68.0,,0,0,50.4663683,4.8714176,Wallonia,3050.5135135135133
893,Brussels,,4.0,Brussels,1000,420000,1.0,APARTMENT,2.0,106.0,HYPER_EQUIPPED,0,0,10.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,Brussels-Capital,3962.264150943396
894,Namur,,,Namur,5000,338835,1.0,APARTMENT,2.0,94.0,,0,0,8.0,1,0,0,1,,0,5.0,8.0,44.0,,0,0,50.4663683,4.8714176,Wallonia,3604.627659574468
895,Brussels,,4.0,Brussels,1000,425000,1.0,APARTMENT,2.0,106.0,HYPER_EQUIPPED,0,0,10.0,1,0,0,1,,0,,,,,0,0,50.8665959,4.3449,Brussels-Capital,4009.433962264151
896,Namur,,,Namur,5000,339935,1.0,APARTMENT,2.0,94.0,,0,0,8.0,1,0,0,1,,0,5.0,8.0,45.0,,0,0,50.4663683,4.8714176,Wallonia,3616.3297872340427
